"...1","call","race","education","yearsexp","computerskills"
96,1,"w",2,4,0
2616,1,"w",4,14,1
1294,0,"w",4,5,1
3988,0,"b",4,3,1
3673,0,"b",2,2,0
989,1,"b",4,3,1
771,0,"w",4,7,1
4864,0,"w",2,16,1
332,0,"b",2,6,1
1698,0,"b",4,11,1
2833,0,"b",4,5,0
2248,0,"w",3,6,1
2760,0,"w",4,20,0
729,0,"w",3,7,1
1137,0,"w",4,2,1
796,0,"w",4,9,1
3597,0,"w",4,6,1
381,0,"b",4,5,1
1232,0,"b",4,3,1
3924,0,"w",4,5,0
1942,0,"b",4,15,1
3857,0,"w",4,2,1
931,0,"b",3,11,1
689,0,"w",4,6,1
4579,0,"w",4,26,0
1570,0,"w",3,4,1
1716,1,"w",3,13,1
4627,0,"w",4,20,0
3639,0,"w",4,2,1
4773,0,"w",3,3,0
815,0,"b",4,5,1
58,0,"b",2,5,0
1737,0,"b",4,11,1
337,0,"w",3,6,1
4257,0,"w",4,6,1
2240,0,"b",4,7,1
3282,0,"w",4,9,1
461,0,"w",3,4,1
3162,0,"b",4,2,1
2242,0,"w",4,7,1
609,0,"w",4,11,1
3104,0,"w",4,2,1
1931,0,"w",3,13,1
4742,0,"w",3,21,1
835,0,"w",4,8,1
1100,0,"b",4,5,0
1207,0,"b",4,8,1
2939,0,"b",2,5,0
2007,0,"w",4,13,1
3151,0,"w",4,2,1
4595,0,"w",4,14,1
2510,0,"b",4,5,1
2617,0,"w",3,4,1
2630,0,"b",4,6,1
1368,0,"b",3,3,1
2699,0,"w",4,7,1
1598,0,"b",4,19,1
2979,0,"w",4,8,1
3653,0,"w",4,5,1
3504,0,"b",4,10,1
2582,0,"b",4,8,1
377,0,"w",4,7,0
4197,0,"b",3,8,1
3373,0,"w",4,4,1
3745,0,"w",2,5,0
3166,0,"w",4,2,1
216,0,"w",4,3,1
2851,0,"b",4,3,1
744,0,"w",4,4,1
3273,0,"w",4,4,1
3798,0,"b",3,7,0
4320,0,"b",4,4,0
1068,0,"w",4,21,1
