"...1","call","race","education","yearsexp","computerskills"
248,1,"w",4,10,1
899,0,"b",4,19,1
1018,0,"b",4,8,1
4030,0,"b",4,4,0
4181,0,"w",3,10,1
2461,0,"b",4,6,1
377,0,"w",4,7,0
911,1,"w",4,12,1
4502,0,"w",4,2,1
2740,0,"b",3,4,1
4760,0,"b",4,12,1
4136,0,"b",4,8,1
3179,1,"b",4,18,1
1647,0,"b",2,3,1
4284,0,"b",3,2,1
2867,0,"w",4,11,1
2824,0,"w",4,8,1
4724,0,"b",4,7,1
3694,1,"b",3,18,1
4524,0,"b",4,5,0
809,0,"b",3,5,1
4612,1,"w",4,9,1
1254,1,"b",4,6,1
84,0,"b",4,3,1
4737,1,"w",4,5,1
4497,0,"b",4,3,1
881,0,"w",4,6,1
567,0,"w",4,7,0
1382,0,"w",4,5,1
4685,0,"b",3,7,1
2337,0,"b",4,14,1
1234,0,"b",4,3,1
1821,0,"b",4,5,0
4561,0,"b",4,9,1
2697,1,"w",4,7,0
2359,0,"w",4,8,0
4839,0,"w",4,6,1
1873,0,"w",3,6,1
835,0,"w",4,8,1
1197,0,"b",3,6,1
1224,0,"w",4,6,1
3388,0,"b",4,9,1
2660,0,"w",2,19,0
2625,0,"w",3,7,1
1657,0,"w",4,2,1
3073,0,"b",4,14,1
116,0,"b",4,4,1
3670,0,"b",4,7,1
2020,0,"b",4,6,1
3245,0,"b",4,2,1
570,0,"b",2,8,0
277,0,"w",4,8,1
3683,0,"b",4,25,1
2092,0,"b",4,11,1
1352,0,"w",4,6,1
4575,0,"w",4,7,0
3373,0,"w",4,4,1
4640,0,"b",4,6,1
2214,0,"w",3,26,1
542,0,"b",3,6,1
948,0,"w",4,6,1
234,0,"w",3,6,1
504,0,"b",4,6,1
792,0,"b",4,7,1
2288,0,"b",4,8,0
868,0,"b",2,16,1
3982,0,"b",4,7,1
4788,0,"b",4,5,1
245,0,"b",4,9,0
4652,0,"b",3,8,1
3596,0,"b",4,7,0
1858,0,"b",3,5,1
836,0,"w",4,8,1
2318,1,"b",3,7,1
1664,0,"b",4,7,0
944,0,"w",4,5,1
228,0,"w",4,5,1
4416,0,"b",4,2,1
1361,0,"w",4,11,1
4811,0,"w",4,2,1
747,0,"w",4,4,1
3709,0,"w",4,5,0
672,0,"b",4,19,1
693,0,"w",3,5,1
2239,0,"b",3,6,1
2586,0,"b",4,2,1
