"...1","call","race","education","yearsexp","computerskills"
948,0,"w",4,6,1
2009,1,"w",3,13,1
1969,0,"b",4,5,1
1852,0,"b",2,5,0
1461,0,"w",4,6,1
2762,0,"b",4,26,0
2837,0,"w",4,8,1
3578,0,"b",4,2,1
1894,0,"w",4,5,1
2923,0,"w",2,5,0
3025,0,"w",4,13,1
3804,0,"b",4,10,1
2099,1,"b",3,4,1
1570,0,"w",3,4,1
885,0,"b",4,4,1
3009,1,"b",4,8,1
2007,0,"w",4,13,1
1836,0,"b",2,5,1
4655,0,"w",3,4,1
97,0,"b",2,5,0
1752,0,"b",4,9,1
575,0,"b",4,18,1
1143,0,"b",4,8,1
3274,0,"b",3,4,1
2679,0,"w",3,1,1
1698,0,"b",4,11,1
2249,0,"w",4,6,1
3828,0,"w",4,7,0
497,0,"b",4,2,1
1130,0,"w",4,15,1
1275,0,"b",4,2,1
2210,0,"b",3,2,1
942,0,"w",4,5,1
3307,0,"w",3,13,1
1860,0,"b",4,11,1
301,0,"w",2,3,1
3084,0,"w",3,4,1
4662,0,"w",1,4,1
788,0,"b",4,9,0
3383,0,"w",4,5,1
1203,0,"b",4,7,1
3699,0,"w",3,4,1
1856,0,"w",4,4,0
910,1,"w",4,11,1
119,0,"b",3,5,1
3752,0,"b",4,6,1
1643,0,"b",4,4,1
152,0,"b",4,9,1
153,0,"w",3,12,1
4116,0,"w",3,1,1
345,0,"b",4,7,1
2081,0,"b",4,10,1
4649,0,"b",1,4,1
361,0,"w",4,8,0
1631,0,"w",4,7,1
1668,0,"b",4,7,0
4483,0,"b",0,4,1
1023,0,"b",4,6,1
2341,0,"w",4,8,1
2499,0,"w",4,5,1
687,0,"b",4,15,1
3760,0,"b",2,4,0
1078,0,"w",3,12,1
2887,0,"b",4,3,1
2506,0,"b",4,6,1
2539,0,"b",3,1,1
1096,0,"w",4,7,1
1549,0,"b",3,16,1
532,0,"b",3,8,1
237,0,"b",3,9,1
2039,0,"w",3,10,1
4381,0,"w",4,2,1
3275,1,"w",4,5,0
2785,0,"w",2,2,0
4180,0,"w",4,5,0
3976,0,"w",3,4,1
2279,0,"w",4,8,1
4161,0,"w",4,7,0
664,0,"b",4,8,1
3629,1,"w",4,7,1
4679,1,"b",4,19,1
3772,0,"b",4,3,1
3303,0,"w",3,7,1
3218,0,"w",4,7,0
1805,0,"b",4,44,1
4076,0,"b",2,7,1
2430,0,"b",4,4,1
1303,0,"b",2,19,0
4094,0,"w",4,6,1
3305,0,"b",4,4,1
1416,0,"b",3,16,1
4152,0,"b",4,11,1
343,0,"w",4,12,1
2807,0,"w",4,4,1
2223,1,"b",3,1,1
2115,0,"w",4,6,1
2520,1,"w",4,8,1
1033,0,"b",4,2,1
845,0,"b",4,6,1
3788,0,"b",3,11,1
4787,0,"b",4,13,1
1341,0,"b",4,5,1
4856,0,"w",4,7,0
2867,0,"w",4,11,1
3812,0,"w",4,7,0
2114,0,"b",3,9,1
2618,0,"w",3,26,1
2001,0,"b",4,2,1
1736,0,"b",3,6,1
4457,0,"w",3,8,1
3348,0,"b",4,5,0
333,0,"w",3,5,1
140,0,"w",3,4,1
2072,0,"w",4,8,0
1169,0,"w",3,16,1
2463,0,"b",3,1,1
3344,0,"w",4,6,0
1725,0,"w",4,4,1
3767,0,"b",3,6,1
2298,0,"b",4,8,1
2645,0,"w",4,7,0
79,0,"b",4,9,1
261,0,"w",3,6,1
376,0,"b",4,8,1
2040,0,"b",4,13,1
1847,0,"b",4,2,1
824,0,"b",3,5,1
2179,0,"w",4,6,1
3966,0,"b",4,6,1
2059,0,"b",4,15,1
3667,0,"w",3,7,1
1923,0,"w",3,4,1
4499,0,"b",4,7,1
2003,0,"b",4,7,0
348,0,"b",4,11,1
3723,0,"b",4,5,0
305,0,"b",3,6,1
3759,0,"w",3,16,1
1338,0,"b",4,11,1
3901,0,"b",4,14,1
954,0,"b",4,6,1
1630,0,"b",4,6,1
2559,0,"w",4,20,1
3389,0,"b",3,2,1
524,0,"b",4,6,1
3036,0,"b",3,13,1
1597,0,"w",4,20,1
3557,0,"b",4,10,1
4064,0,"w",4,2,1
4322,0,"b",4,11,1
2291,0,"b",4,8,1
3918,1,"w",4,5,1
4340,0,"b",4,7,0
947,0,"w",4,5,1
2744,0,"b",4,9,1
1941,0,"w",4,21,1
2345,0,"w",4,6,1
2029,0,"b",3,8,1
47,0,"w",0,4,1
388,0,"b",4,5,1
1046,0,"b",3,16,1
2074,0,"w",4,2,1
2854,0,"w",4,5,1
262,0,"b",4,4,1
4758,1,"b",4,5,0
4427,0,"w",2,6,0
2500,0,"w",0,6,1
438,0,"w",4,2,1
2110,0,"b",4,26,0
3354,0,"w",4,4,0
3534,0,"w",4,7,0
1921,0,"w",3,8,1
3980,0,"b",4,7,1
3139,0,"b",4,2,1
2342,0,"w",4,2,1
2716,0,"b",4,2,1
4316,0,"w",3,3,1
3194,0,"w",4,8,1
165,0,"w",4,7,1
3518,0,"w",2,8,0
1596,0,"b",4,6,1
977,1,"w",4,5,1
2825,0,"w",3,8,1
160,0,"b",3,3,0
686,0,"w",2,3,1
2595,0,"b",4,5,1
4449,0,"b",3,6,1
3609,0,"w",4,7,0
4501,0,"w",4,5,1
2581,0,"b",4,8,1
4318,0,"w",4,4,1
920,0,"w",3,8,1
353,0,"b",4,8,0
3693,1,"w",4,8,1
2011,1,"b",3,13,1
27,0,"b",1,4,1
858,0,"b",4,6,1
1467,0,"b",4,6,1
1972,0,"w",4,3,1
1309,1,"w",4,6,1
205,0,"w",4,12,1
672,0,"b",4,19,1
189,0,"b",4,26,0
4368,0,"b",4,14,1
2361,0,"b",4,6,1
1435,1,"w",3,2,0
2382,1,"b",4,14,1
2338,0,"w",4,6,1
669,0,"w",3,3,1
2600,0,"b",4,8,0
4197,0,"b",3,8,1
949,0,"b",0,2,1
1414,0,"b",4,5,1
906,0,"b",4,15,1
4819,0,"b",4,8,1
1960,0,"b",2,7,1
3996,0,"w",2,5,0
1038,0,"b",4,8,1
3740,0,"b",2,2,1
757,1,"w",4,5,1
412,0,"b",3,16,1
2263,0,"w",4,6,1
2331,0,"b",3,8,1
3585,0,"w",4,26,0
1200,0,"w",4,4,1
3965,0,"w",4,7,0
1844,0,"w",4,6,0
194,0,"b",4,14,1
924,0,"b",4,19,1
3415,0,"w",2,9,0
127,1,"b",4,9,1
2996,0,"w",4,14,1
3219,0,"w",4,2,1
1062,0,"w",4,10,1
