"...1","call","race","education","yearsexp","computerskills"
2417,0,"b",4,5,1
3941,0,"b",4,6,1
2765,0,"w",3,6,1
959,0,"w",4,6,1
466,0,"w",3,8,1
1458,0,"w",4,6,1
1440,0,"b",4,9,1
4146,1,"b",4,8,1
620,0,"w",3,11,1
270,1,"b",4,11,1
1031,0,"w",4,8,1
1223,0,"w",4,7,1
2875,0,"w",2,4,1
1668,0,"b",4,7,0
4197,0,"b",3,8,1
4725,0,"b",4,4,1
3666,0,"b",4,11,1
2961,0,"w",4,14,1
2871,0,"w",4,10,1
1143,0,"b",4,8,1
4227,0,"w",4,4,1
1276,0,"b",4,14,1
3880,0,"b",4,14,1
287,0,"b",4,7,1
345,0,"b",4,7,1
4714,0,"w",1,4,1
981,0,"w",4,6,1
3958,0,"w",3,9,1
3688,0,"b",3,5,1
1470,0,"b",4,16,1
4243,0,"b",4,6,0
2801,0,"b",4,5,1
1927,0,"b",4,6,1
4367,0,"b",4,26,0
4012,0,"w",4,6,0
3960,0,"b",4,7,1
274,0,"b",4,6,1
2799,0,"b",0,5,1
815,0,"b",4,5,1
3603,0,"w",4,6,1
832,0,"w",4,7,0
2236,0,"b",4,26,0
1360,0,"b",4,11,1
1396,0,"b",4,20,0
2051,0,"w",4,4,1
382,0,"w",3,4,1
1664,0,"b",4,7,0
1080,1,"w",3,8,1
3700,0,"b",4,5,0
953,1,"w",4,6,1
4722,0,"w",4,3,1
537,0,"w",4,6,0
458,0,"w",4,19,1
2588,0,"w",4,8,1
4731,0,"b",4,7,1
1742,0,"b",4,6,0
2353,0,"b",4,8,1
4316,0,"w",3,3,1
4111,0,"w",4,8,1
1824,0,"w",4,1,1
275,0,"b",4,4,0
1929,0,"b",4,8,1
2490,0,"b",3,7,1
2399,0,"w",3,4,1
4752,0,"b",4,7,1
1500,0,"b",4,3,1
1196,0,"b",4,5,1
1635,0,"w",3,4,1
2042,0,"w",4,2,1
2897,1,"w",4,22,1
4411,0,"b",4,4,1
2788,0,"w",1,4,1
707,0,"w",4,2,1
169,1,"w",4,6,1
909,0,"b",4,13,1
3082,0,"b",3,13,1
136,0,"w",2,6,1
3395,0,"b",4,2,1
4553,0,"w",4,12,0
4472,0,"w",4,4,0
989,1,"b",4,3,1
811,0,"w",3,6,1
2737,0,"w",3,4,1
4422,0,"b",4,7,1
2464,0,"b",2,16,1
3231,0,"b",4,2,1
557,0,"b",4,2,1
3415,0,"w",2,9,0
2785,0,"w",2,2,0
1056,0,"b",4,15,1
596,1,"w",3,7,1
3807,0,"b",4,6,1
157,0,"b",4,14,0
3850,0,"b",4,6,1
3638,0,"b",4,4,1
319,0,"b",4,6,1
825,0,"w",2,3,1
4599,0,"b",4,8,1
950,0,"b",4,6,1
1627,0,"b",4,9,1
3204,0,"b",4,2,1
2183,0,"w",4,2,1
4238,0,"w",4,5,1
1204,0,"w",2,6,1
524,0,"b",4,6,1
3138,0,"b",4,8,1
4413,0,"b",2,3,1
4437,0,"b",4,7,1
3298,0,"b",4,8,1
4750,0,"b",3,3,1
3370,0,"b",4,5,1
1496,0,"b",4,2,1
2238,0,"w",4,5,1
2225,0,"b",3,4,1
4152,0,"b",4,11,1
630,0,"w",4,6,1
699,0,"w",4,8,1
1771,0,"b",4,5,1
4078,0,"b",4,8,1
4702,1,"w",4,7,1
3489,0,"b",4,8,1
4452,0,"w",4,7,1
2448,0,"b",4,7,0
364,0,"w",4,2,1
2194,1,"w",4,8,1
1183,0,"b",3,7,1
2158,0,"w",4,8,1
2150,0,"w",2,3,1
160,0,"b",3,3,0
3565,0,"b",4,14,1
25,0,"w",4,3,1
4772,0,"b",2,3,1
744,0,"w",4,4,1
2549,0,"w",3,1,1
3034,0,"b",3,4,1
2070,0,"b",4,2,1
1406,0,"b",4,18,1
2262,0,"w",4,6,1
3996,0,"w",2,5,0
1297,0,"w",3,2,1
4066,0,"b",3,4,1
3505,0,"w",4,8,0
2389,0,"w",4,9,1
1070,0,"b",4,6,1
4376,0,"b",3,26,1
2872,0,"b",4,11,1
1714,0,"b",3,26,1
4311,0,"w",4,3,1
2675,0,"w",3,13,1
189,0,"b",4,26,0
733,0,"b",3,13,1
745,0,"w",3,4,1
1409,1,"w",3,4,1
477,1,"b",4,5,1
878,0,"b",3,4,1
2511,0,"b",4,7,0
4534,0,"b",3,3,1
2344,0,"w",4,6,1
697,0,"w",4,2,1
2055,0,"w",3,3,1
1983,0,"b",3,8,1
1520,1,"w",4,21,1
3631,1,"w",4,4,1
3422,0,"w",3,4,1
3495,0,"w",4,2,1
305,0,"b",3,6,1
1322,0,"b",4,4,1
785,0,"w",2,4,1
3346,0,"b",4,6,1
3671,0,"b",3,7,1
2087,0,"b",3,13,1
2854,0,"w",4,5,1
1513,0,"b",3,3,1
266,0,"b",4,2,1
4854,0,"b",3,18,1
3987,0,"w",4,6,0
2021,0,"w",4,7,1
3890,0,"b",4,6,1
2145,0,"w",4,14,1
2988,0,"w",4,11,1
840,0,"b",4,8,1
3516,0,"b",4,10,1
1124,0,"w",3,5,1
98,0,"w",4,11,1
2269,0,"b",4,8,1
1120,0,"w",4,14,1
3312,0,"w",3,6,1
2017,0,"w",4,4,1
3096,1,"b",4,5,1
1550,0,"w",4,14,1
4663,0,"w",4,5,1
1648,0,"w",3,6,1
2503,0,"w",4,6,1
1752,0,"b",4,9,1
1332,1,"b",4,8,1
2571,0,"w",4,2,1
2718,0,"w",4,8,1
4820,0,"w",4,6,1
4076,0,"b",2,7,1
1753,0,"w",4,7,1
943,0,"w",4,6,0
2106,0,"w",2,19,0
1457,0,"w",4,7,1
4819,0,"b",4,8,1
963,0,"b",4,6,1
2709,0,"b",2,8,0
1083,0,"b",4,5,1
844,0,"b",4,6,1
4054,0,"b",4,4,1
779,0,"b",4,6,1
378,0,"b",4,8,1
3004,0,"b",4,2,1
462,0,"w",4,4,1
2722,0,"b",4,6,1
1209,0,"w",4,7,1
2152,0,"b",3,6,1
3026,0,"b",4,14,1
4867,0,"b",4,6,1
1275,0,"b",4,2,1
352,0,"w",4,6,1
756,0,"b",3,4,1
4528,0,"b",4,5,1
4393,0,"w",4,18,1
664,0,"b",4,8,1
2124,0,"b",4,6,1
403,0,"w",3,13,1
880,0,"w",3,5,0
929,0,"b",4,5,1
179,0,"w",4,18,1
4667,0,"b",3,22,1
973,0,"w",3,6,1
2378,0,"w",3,7,1
1653,0,"w",3,8,1
3546,0,"w",4,18,1
3766,0,"w",4,6,1
1471,0,"b",4,14,1
1580,0,"w",3,16,1
3022,0,"b",3,7,1
1908,0,"b",4,6,1
4566,0,"w",4,14,1
3730,0,"b",4,6,0
3152,0,"b",4,6,1
4488,0,"w",4,4,1
1970,1,"b",4,6,1
2260,0,"w",4,2,1
686,0,"w",2,3,1
4659,0,"b",4,5,0
887,1,"w",3,4,1
3268,0,"w",4,11,1
31,0,"w",2,6,1
212,0,"b",4,5,1
2589,0,"w",4,6,1
3029,0,"b",4,13,1
4068,0,"w",4,13,1
4806,0,"b",4,8,1
2693,1,"w",4,9,1
1791,0,"b",4,4,1
3278,1,"b",4,5,1
1352,0,"w",4,6,1
918,0,"w",3,3,1
1252,0,"w",4,7,0
1128,0,"w",4,6,1
3084,0,"w",3,4,1
532,0,"b",3,8,1
4144,1,"b",4,6,1
2979,0,"w",4,8,1
1241,0,"w",4,21,1
3085,0,"b",4,5,1
4083,0,"w",4,7,1
4395,0,"b",4,14,1
1268,0,"w",4,7,0
3637,1,"b",4,9,1
1679,0,"w",4,6,1
2212,0,"w",3,5,0
907,0,"w",3,11,1
3113,0,"b",4,2,1
3445,0,"b",4,18,1
4571,0,"w",4,2,1
3169,1,"b",4,13,1
3573,0,"b",4,7,0
2359,0,"w",4,8,0
684,0,"b",3,5,1
3252,0,"b",4,8,1
41,0,"w",4,5,1
2200,0,"b",3,13,1
663,0,"w",4,4,1
1626,0,"b",4,11,1
3892,0,"b",4,8,1
2752,0,"w",4,9,1
4617,0,"w",4,5,1
1167,0,"w",3,1,1
1571,0,"b",3,26,1
4009,0,"b",4,6,0
1620,0,"b",4,7,1
4585,0,"b",4,6,1
1734,0,"w",3,6,1
2932,0,"b",4,11,1
285,0,"b",4,4,1
3245,0,"b",4,2,1
3055,0,"w",4,8,1
2489,0,"b",4,14,1
1718,1,"b",2,19,0
625,0,"w",2,3,1
4216,0,"w",4,5,1
1776,0,"b",3,18,1
3847,0,"b",4,2,1
3602,0,"b",4,7,1
267,0,"w",4,6,1
3550,0,"b",4,7,0
2355,0,"b",4,7,0
2165,1,"b",4,8,0
3345,0,"b",4,5,0
406,0,"b",3,4,1
561,0,"b",4,7,0
48,0,"b",4,5,0
268,1,"w",4,4,0
3594,0,"b",4,18,1
3376,0,"b",4,3,1
3491,0,"w",4,6,1
478,1,"w",3,5,1
3205,0,"w",4,8,1
4159,0,"b",4,6,1
2738,1,"w",4,5,1
127,1,"b",4,9,1
2050,0,"b",4,5,1
3168,0,"b",4,6,1
3154,0,"b",4,8,1
3123,0,"w",4,8,0
3380,0,"b",4,7,1
4593,0,"b",4,14,1
244,0,"w",4,7,0
775,0,"w",4,5,1
3861,0,"w",4,7,0
1400,0,"w",4,5,1
119,0,"b",3,5,1
4729,1,"b",4,5,1
3512,0,"w",4,18,1
2325,1,"w",2,8,0
860,0,"b",4,2,1
2778,0,"w",4,11,1
2973,0,"b",4,26,0
4763,0,"w",4,9,1
3735,0,"w",4,8,1
1218,0,"b",3,6,1
3823,0,"b",4,8,0
214,0,"w",2,6,1
1659,0,"b",4,7,0
2640,0,"b",4,6,1
1364,0,"w",4,6,1
1538,0,"w",4,7,0
574,0,"b",4,26,0
1554,0,"b",4,14,1
1842,0,"b",3,16,1
813,0,"w",4,6,1
3293,0,"w",4,6,1
2173,0,"b",4,7,0
3804,0,"b",4,10,1
1392,0,"w",4,6,1
1676,0,"w",4,2,1
156,0,"w",4,7,1
1691,0,"w",3,26,1
809,0,"b",3,5,1
3533,0,"b",4,6,1
4511,0,"w",3,20,1
202,1,"w",4,8,1
3161,0,"b",2,8,0
1940,0,"b",4,6,1
1845,0,"b",4,5,1
3698,0,"w",4,12,1
3128,0,"w",4,6,1
882,0,"w",4,4,1
3932,0,"b",4,3,1
4415,0,"w",1,4,1
3817,0,"b",4,8,1
1808,0,"b",2,6,0
3118,0,"b",4,2,1
19,0,"w",4,6,0
3916,0,"b",4,12,1
3922,0,"b",2,6,1
1666,0,"b",4,8,0
1737,0,"b",4,11,1
2099,1,"b",3,4,1
1171,0,"b",3,4,1
2739,1,"b",3,26,1
784,0,"w",3,5,1
4622,0,"b",3,5,0
2643,0,"b",4,8,1
4221,0,"b",4,21,1
1417,0,"b",3,2,1
2978,0,"w",4,8,1
598,0,"w",4,14,1
2781,0,"w",1,4,1
4224,0,"w",4,4,1
786,0,"b",4,6,1
563,0,"b",4,10,1
3472,0,"b",4,8,1
4279,0,"w",2,2,1
1542,0,"b",4,18,1
1764,0,"w",4,5,0
3439,1,"w",4,18,1
3572,0,"w",4,7,1
1050,0,"b",4,13,1
138,0,"b",2,4,0
2774,0,"w",3,4,1
2127,0,"w",4,11,1
3238,0,"b",4,26,0
1733,0,"w",2,6,1
1851,0,"b",3,3,1
1316,0,"b",4,6,1
2929,0,"w",3,21,1
135,0,"w",4,8,1
2171,0,"b",4,18,1
2232,0,"w",3,7,1
2810,0,"w",4,12,1
3628,0,"b",4,6,0
280,0,"b",4,6,1
4595,0,"w",4,14,1
4117,0,"w",3,26,1
1164,1,"w",4,9,1
1053,0,"b",3,5,1
1717,0,"b",3,13,1
639,0,"w",4,4,1
4798,0,"w",4,2,1
3788,0,"b",3,11,1
566,0,"w",4,7,0
3702,1,"w",4,8,1
2587,0,"w",4,10,1
2190,0,"w",4,8,1
3763,0,"w",3,3,1
4425,0,"w",4,4,1
3471,0,"b",4,7,0
2537,0,"w",3,4,1
1081,0,"b",4,8,1
4545,0,"b",4,11,1
1658,0,"w",4,8,1
4580,0,"b",4,5,1
2530,0,"w",4,7,0
3770,0,"b",3,3,1
4491,0,"b",4,1,1
1377,0,"b",4,14,1
2534,0,"b",4,7,0
1782,0,"w",4,5,0
2250,0,"w",4,11,1
3354,0,"w",4,4,0
4661,0,"w",4,3,1
4228,0,"b",4,5,1
4505,0,"b",4,3,1
1211,0,"w",2,19,1
3492,1,"w",4,26,0
3042,0,"b",4,6,1
4382,0,"b",4,6,1
3734,0,"b",4,6,1
4849,1,"b",4,8,1
4632,0,"w",3,7,1
3604,0,"b",4,8,1
3920,0,"w",3,7,1
3246,0,"w",4,8,1
2900,0,"b",4,2,1
51,0,"b",4,6,1
2763,0,"w",3,6,1
4323,0,"w",3,12,1
1519,0,"b",4,2,1
4664,0,"w",4,3,0
4614,0,"b",3,13,1
1481,0,"w",4,7,1
4448,0,"w",4,10,1
4760,0,"b",4,12,1
2248,0,"w",3,6,1
2531,1,"b",4,6,1
3020,1,"w",4,9,1
4072,1,"w",4,6,1
4038,0,"w",3,6,1
2901,0,"w",4,3,1
3670,0,"b",4,7,1
162,0,"b",4,5,1
727,0,"w",4,9,1
1738,1,"w",4,11,1
4391,0,"w",4,14,1
2963,0,"b",4,18,1
1817,0,"b",0,4,1
1931,0,"w",3,13,1
3836,0,"w",4,14,1
4552,0,"w",4,6,1
263,0,"w",4,7,1
4834,0,"b",4,14,1
3744,0,"w",3,5,1
2081,0,"b",4,10,1
3820,0,"w",4,8,1
502,0,"w",4,6,1
223,0,"b",4,12,1
2827,0,"w",4,5,1
928,0,"w",3,6,1
4132,0,"b",3,13,1
1641,0,"w",4,6,1
3701,0,"b",3,8,1
4101,0,"b",4,7,0
3299,0,"w",3,6,1
1823,0,"b",4,2,1
1488,0,"b",4,6,1
1350,0,"w",4,9,1
3878,0,"w",4,8,1
2020,0,"b",4,6,1
4234,0,"b",3,6,1
2666,0,"w",3,2,1
4325,0,"b",3,6,1
2333,0,"w",4,5,1
2962,0,"b",4,18,1
4337,0,"w",4,8,1
4419,0,"w",4,15,1
446,0,"w",3,7,1
2373,0,"b",4,11,1
2363,0,"w",4,14,1
213,0,"b",3,4,1
2561,0,"b",4,7,1
4483,0,"b",0,4,1
4303,0,"w",4,7,1
748,0,"b",4,4,1
1182,0,"b",4,12,1
