"...1","call","race","education","yearsexp","computerskills"
509,0,"b",4,7,1
4354,0,"w",4,8,1
4695,0,"w",4,6,0
787,0,"w",4,8,1
4274,0,"w",4,3,1
3407,0,"b",4,2,1
4723,0,"b",4,3,0
3291,0,"w",3,7,1
1564,1,"b",2,19,0
2726,0,"b",4,2,1
499,0,"b",4,5,1
2020,0,"b",4,6,1
575,0,"b",4,18,1
4672,0,"w",3,8,1
2244,0,"b",3,6,1
3263,0,"w",4,8,1
1607,0,"b",3,4,1
3456,0,"w",4,14,1
4007,1,"w",4,3,1
2733,1,"w",2,16,1
2659,0,"b",4,7,1
422,0,"b",4,6,1
84,0,"b",4,3,1
1707,0,"w",3,4,1
2934,0,"w",3,12,0
1475,0,"w",4,7,1
3971,0,"b",3,7,0
1805,0,"b",4,44,1
3404,0,"b",4,9,1
2181,0,"w",4,7,0
1716,1,"w",3,13,1
2093,1,"w",3,1,1
3563,0,"b",4,8,1
1982,0,"w",4,5,1
3061,0,"w",4,8,1
2973,0,"b",4,26,0
3089,0,"w",3,13,1
4169,1,"b",4,2,1
2656,0,"w",4,7,0
2731,0,"w",4,7,0
319,0,"b",4,6,1
3413,0,"b",4,4,1
4108,0,"w",4,18,1
2034,0,"b",4,7,1
3175,0,"b",4,5,1
837,0,"w",4,7,0
1450,0,"w",3,9,1
4330,0,"w",4,5,1
2137,0,"b",4,7,1
2022,0,"b",4,4,1
3769,0,"b",4,9,1
1107,0,"w",4,11,1
1905,0,"b",4,8,0
743,0,"b",4,4,1
3828,0,"w",4,7,0
69,0,"b",4,8,1
3299,0,"w",3,6,1
1352,0,"w",4,6,1
348,0,"b",4,11,1
82,0,"w",4,4,1
2080,0,"w",4,8,1
4728,0,"w",4,2,1
3337,0,"w",4,4,1
4699,0,"b",3,5,1
331,0,"w",2,4,0
3895,0,"w",4,2,1
1152,0,"b",4,8,1
1643,0,"b",4,4,1
983,0,"b",3,21,1
106,1,"w",4,6,0
872,0,"b",4,7,1
1362,0,"b",4,6,1
1189,0,"b",4,6,1
3900,0,"w",4,26,0
950,0,"b",4,6,1
175,0,"w",4,18,1
2198,0,"b",3,4,1
205,0,"w",4,12,1
3744,0,"w",3,5,1
562,0,"b",4,7,0
34,0,"b",4,6,1
1113,1,"w",4,6,1
4688,0,"w",4,7,1
3298,0,"b",4,8,1
1236,0,"w",4,7,1
3390,0,"w",4,5,0
2776,0,"b",4,4,1
1900,0,"b",4,2,1
1819,0,"b",4,7,1
4358,0,"w",4,26,0
4365,0,"w",4,8,1
3167,0,"b",4,6,1
4289,0,"b",4,5,1
3048,0,"b",4,11,1
2158,0,"w",4,8,1
325,0,"w",4,7,1
3732,0,"w",4,7,1
3082,0,"b",3,13,1
860,0,"b",4,2,1
4452,0,"w",4,7,1
4640,0,"b",4,6,1
3678,0,"b",4,4,1
4055,0,"b",4,2,1
573,0,"w",4,14,1
1673,0,"b",4,7,0
3916,0,"b",4,12,1
774,0,"b",3,17,1
196,0,"w",4,2,1
3658,0,"b",3,7,1
3887,0,"b",4,8,1
3239,0,"b",4,7,0
1399,0,"w",4,2,1
2886,0,"w",3,7,1
2667,0,"b",2,19,0
3403,0,"w",4,4,1
940,0,"b",4,4,1
3676,0,"b",4,4,1
4576,0,"w",4,20,0
6,0,"w",4,6,0
1989,0,"w",4,8,0
4511,0,"w",3,20,1
2517,0,"w",4,6,1
3780,0,"w",3,2,1
829,0,"w",4,7,0
3522,0,"w",4,6,1
1709,0,"w",2,16,1
136,0,"w",2,6,1
3439,1,"w",4,18,1
317,0,"w",4,6,1
2802,0,"w",4,5,1
3888,0,"w",4,2,1
1198,0,"w",4,5,1
2435,0,"w",4,6,1
1770,0,"w",4,4,1
4028,0,"b",3,5,1
972,0,"b",4,8,1
3802,0,"w",4,20,1
1986,1,"w",4,2,1
49,0,"w",4,4,1
2826,0,"b",3,21,1
3621,0,"b",4,7,0
358,0,"w",4,8,1
3445,0,"b",4,18,1
629,0,"b",4,7,1
645,0,"w",4,4,1
51,0,"b",4,6,1
4269,0,"w",4,6,1
1256,0,"b",4,6,1
380,0,"b",4,7,0
4150,0,"w",4,8,1
4036,0,"b",4,6,0
3639,0,"w",4,2,1
3885,0,"w",4,2,1
339,0,"b",3,4,1
4527,0,"w",4,6,1
2546,0,"b",3,4,1
753,0,"w",3,4,1
2404,0,"w",3,4,1
506,0,"w",4,6,1
2321,0,"b",4,11,1
2164,0,"b",4,10,1
4736,1,"b",4,6,1
4221,0,"b",4,21,1
4366,0,"w",4,18,1
4746,0,"w",4,6,1
2167,0,"b",4,2,1
1114,0,"b",4,6,1
4587,0,"w",4,7,0
2662,0,"w",3,4,1
40,0,"w",4,5,0
2929,0,"w",3,21,1
2737,0,"w",3,4,1
4394,0,"w",4,8,1
4334,0,"w",3,19,1
1616,0,"b",3,7,1
4771,0,"w",3,6,1
1148,0,"b",4,8,1
3015,0,"w",4,7,0
1889,0,"b",3,4,1
2097,1,"w",3,5,0
1956,0,"w",3,15,1
3942,0,"b",3,6,1
249,0,"b",4,9,1
2117,0,"b",4,6,1
728,0,"b",4,14,1
3350,0,"w",4,2,1
2499,0,"w",4,5,1
4657,0,"w",4,5,1
1530,0,"w",4,7,0
4293,0,"w",4,4,0
3730,0,"b",4,6,0
3506,0,"w",4,8,1
3781,0,"w",3,3,1
2516,1,"w",4,7,0
2134,0,"w",4,4,1
2646,0,"b",4,8,1
2092,0,"b",4,11,1
638,0,"b",4,4,1
1124,0,"w",3,5,1
3478,0,"w",4,18,1
4753,0,"w",4,4,1
4799,0,"w",4,2,1
335,0,"b",3,4,1
4653,0,"w",4,4,1
3941,0,"b",4,6,1
421,0,"w",4,8,1
2774,0,"w",3,4,1
3074,0,"b",3,5,0
1093,0,"b",2,6,1
1701,0,"w",3,16,1
1902,0,"w",4,7,0
2500,0,"w",0,6,1
4215,0,"w",4,6,1
896,0,"b",4,4,1
2291,0,"b",4,8,1
1697,1,"w",3,13,1
2463,0,"b",3,1,1
246,0,"w",4,7,1
4830,1,"w",4,7,0
2449,0,"b",4,18,1
1326,0,"w",3,13,1
3483,0,"b",4,7,0
4296,0,"b",2,14,0
4697,0,"w",4,6,1
4096,0,"b",4,7,0
3170,0,"w",4,6,1
3671,0,"b",3,7,1
364,0,"w",4,2,1
2793,0,"w",3,9,1
4067,1,"w",4,7,1
341,0,"w",3,4,1
729,0,"w",3,7,1
4130,1,"b",4,8,1
551,0,"w",4,2,1
2536,0,"b",2,19,0
2039,0,"w",3,10,1
4845,0,"b",3,2,1
179,0,"w",4,18,1
4769,0,"b",4,2,1
1922,0,"b",3,5,1
2424,0,"w",4,6,0
2588,0,"w",4,8,1
2905,0,"w",3,6,1
251,0,"w",4,16,1
991,0,"w",3,4,1
1269,0,"w",4,8,1
4182,0,"b",4,12,1
23,0,"w",2,2,0
1732,0,"b",3,12,1
4381,0,"w",4,2,1
2621,1,"w",4,9,1
3161,0,"b",2,8,0
986,0,"b",4,11,1
271,1,"w",4,6,1
390,0,"b",4,13,1
2491,1,"w",4,6,1
1380,0,"w",4,8,1
4167,0,"w",4,8,1
2315,0,"w",3,5,0
2687,0,"w",3,4,1
1024,0,"b",4,6,1
2631,0,"w",4,10,1
3265,0,"b",3,12,1
147,0,"w",2,7,1
929,0,"b",4,5,1
1722,0,"b",4,7,0
3347,0,"b",4,6,1
416,0,"b",4,13,1
387,0,"w",4,8,0
2505,0,"b",4,7,1
1895,0,"b",4,8,1
3754,0,"b",4,5,0
2004,0,"b",4,2,1
2551,0,"w",4,7,0
2002,0,"w",4,8,1
93,0,"b",4,4,1
327,0,"b",4,11,1
2640,0,"b",4,6,1
2891,0,"b",3,3,0
320,0,"b",3,6,1
4507,0,"w",4,5,1
1512,0,"w",3,3,1
1704,0,"w",3,26,1
