"...1","call","race","education","yearsexp","computerskills"
4183,0,"b",3,9,1
3138,0,"b",4,8,1
3358,0,"w",4,4,0
1596,0,"b",4,6,1
2180,0,"w",4,8,1
2130,0,"w",3,9,1
4167,0,"w",4,8,1
2964,0,"b",4,2,1
2677,0,"w",4,8,1
549,0,"w",4,6,1
2589,0,"w",4,6,1
3556,0,"w",4,6,1
37,0,"b",4,4,1
3571,0,"b",4,6,1
3551,0,"b",4,8,1
3780,0,"w",3,2,1
2667,0,"b",2,19,0
4311,0,"w",4,3,1
3278,1,"b",4,5,1
2023,0,"w",3,6,1
4126,0,"w",4,7,0
2484,0,"w",2,19,0
3768,0,"w",3,21,1
2917,0,"w",3,8,1
3913,0,"b",4,7,1
4091,0,"b",4,8,1
3309,0,"b",4,10,1
2790,0,"w",3,13,1
4760,0,"b",4,12,1
2421,0,"b",4,5,1
78,0,"b",3,11,1
670,0,"b",4,4,1
811,0,"w",3,6,1
819,0,"w",3,21,1
2019,0,"w",4,7,0
2070,0,"b",4,2,1
1697,1,"w",3,13,1
2160,0,"w",4,2,1
4131,0,"w",3,2,0
1582,1,"b",1,10,0
1462,0,"w",3,16,1
442,0,"b",4,10,1
2237,0,"w",3,7,1
3351,0,"b",4,6,1
2341,0,"w",4,8,1
2285,0,"b",4,10,1
632,0,"b",4,7,1
1031,0,"w",4,8,1
3962,0,"w",4,4,1
3414,0,"w",2,6,1
314,0,"b",4,4,1
2335,0,"w",3,9,1
45,0,"b",4,5,1
3018,0,"b",4,10,1
1908,0,"b",4,6,1
1403,0,"w",4,8,1
950,0,"b",4,6,1
4078,0,"b",4,8,1
3513,0,"b",1,10,0
4249,1,"b",4,4,1
485,0,"w",4,6,1
2201,0,"w",3,2,1
3663,0,"w",4,15,1
3116,0,"w",4,6,1
1547,0,"b",4,7,0
3848,0,"w",4,8,1
2055,0,"w",3,3,1
1988,0,"w",4,20,0
1838,0,"w",3,5,1
4061,0,"b",4,11,1
1917,0,"w",4,6,1
3547,0,"w",4,8,0
4358,0,"w",4,26,0
4859,0,"b",4,2,1
3865,0,"w",4,8,0
1615,0,"w",4,7,1
1876,0,"b",2,3,1
3711,0,"w",3,1,1
2616,1,"w",4,14,1
2820,0,"b",4,21,1
4102,0,"b",4,8,1
1721,0,"w",4,6,0
3368,0,"w",4,7,1
1843,0,"w",3,8,1
2592,0,"b",4,7,0
3721,0,"b",4,2,1
18,0,"b",4,6,0
449,0,"w",3,3,1
4568,0,"w",4,13,1
1144,0,"w",4,6,1
4396,0,"b",4,26,0
984,0,"b",2,4,1
3486,0,"b",4,8,1
578,1,"w",4,7,0
1123,0,"w",2,3,1
1720,0,"b",4,4,1
1714,0,"b",3,26,1
4307,0,"b",4,15,1
654,0,"b",4,11,1
4309,0,"w",4,6,0
4567,0,"w",4,8,1
326,0,"w",4,4,1
2520,1,"w",4,8,1
1665,0,"b",4,2,1
4786,0,"w",4,15,1
2628,1,"b",3,16,1
1774,0,"w",4,6,1
1746,0,"b",4,6,0
158,0,"w",4,12,1
1576,0,"b",3,26,1
3860,0,"w",4,2,1
4514,0,"w",2,4,0
1555,0,"b",3,13,1
1817,0,"b",0,4,1
4015,0,"w",4,6,1
541,0,"b",3,12,1
1132,0,"w",4,9,1
2557,1,"w",4,13,1
3211,0,"w",4,2,1
3288,0,"b",4,3,1
4782,0,"b",4,2,0
2503,0,"w",4,6,1
3289,0,"w",4,6,1
1606,0,"b",3,3,1
3830,0,"b",4,6,1
4826,0,"b",2,16,1
4147,0,"w",4,8,0
2245,0,"b",4,4,1
1350,0,"w",4,9,1
3423,0,"w",4,3,1
520,0,"b",3,6,1
926,1,"b",4,7,1
4541,0,"w",3,3,0
4669,0,"b",4,7,1
3583,0,"w",4,6,1
1899,0,"b",4,2,1
3140,0,"b",4,7,0
783,0,"b",4,3,1
4755,0,"w",4,6,1
3902,0,"w",4,18,1
350,0,"b",3,3,1
1586,0,"b",4,5,1
1786,0,"w",3,8,1
1389,0,"b",4,8,0
2862,0,"w",4,6,1
4075,0,"w",4,14,1
2409,0,"b",3,7,1
3762,0,"b",4,4,1
210,0,"w",2,6,1
3494,0,"b",4,2,1
2515,0,"w",4,8,1
761,0,"w",4,12,1
4200,0,"b",2,3,0
2853,0,"w",4,2,1
3619,0,"b",4,6,1
4379,0,"w",4,7,0
1868,0,"w",4,4,0
3439,1,"w",4,18,1
4640,0,"b",4,6,1
4843,0,"b",3,16,1
312,0,"w",4,5,1
3589,0,"b",4,8,1
83,0,"w",4,4,1
1095,0,"w",4,9,1
2953,0,"w",4,26,0
1569,0,"b",3,1,1
476,1,"w",3,21,1
1354,0,"b",3,4,1
2114,0,"b",3,9,1
4392,0,"b",4,26,0
1492,0,"w",4,5,1
4138,0,"w",4,2,1
4069,0,"b",4,6,1
2356,0,"b",4,26,0
2154,0,"w",4,14,1
1112,0,"b",4,4,1
3578,0,"b",4,2,1
4600,0,"w",4,8,0
2588,0,"w",4,8,1
1599,0,"w",4,20,1
2324,0,"w",4,5,1
31,0,"w",2,6,1
2191,0,"w",4,8,1
30,0,"b",4,2,1
3682,0,"b",4,12,1
1142,0,"b",4,7,0
1099,0,"w",4,7,1
900,0,"w",4,13,1
711,0,"b",4,6,1
1482,0,"b",3,7,1
862,0,"w",3,13,1
1066,0,"b",4,8,1
4217,0,"b",3,7,1
990,0,"w",4,15,1
555,0,"w",4,6,1
4025,0,"w",4,5,1
2712,0,"w",4,6,1
3219,0,"w",4,2,1
2553,0,"w",4,6,1
4478,0,"b",2,18,0
2144,0,"b",4,6,1
1912,1,"w",1,10,0
393,0,"w",3,4,1
3567,0,"w",4,2,1
2905,0,"w",3,6,1
4363,1,"b",3,2,1
4150,0,"w",4,8,1
2001,0,"b",4,2,1
3710,0,"b",0,4,1
1857,0,"b",4,5,0
3709,0,"w",4,5,0
814,0,"w",3,3,1
4066,0,"b",3,4,1
3184,0,"b",4,6,1
4120,0,"w",4,10,1
4565,0,"w",4,18,1
3237,0,"b",4,18,1
1393,0,"b",4,7,0
3782,0,"b",4,4,1
570,0,"b",2,8,0
132,0,"b",4,9,1
3142,0,"w",4,6,1
161,0,"w",2,1,0
3861,0,"w",4,7,0
499,0,"b",4,5,1
2897,1,"w",4,22,1
4281,0,"b",3,2,1
4202,0,"b",4,6,0
2495,0,"b",3,5,1
812,0,"b",2,3,1
4815,0,"w",4,8,1
2521,0,"w",4,6,1
3897,0,"b",4,8,1
4729,1,"b",4,5,1
70,0,"w",4,5,1
1824,0,"w",4,1,1
3475,0,"w",4,16,0
2243,0,"w",3,9,1
2876,0,"b",2,6,1
3623,0,"w",4,6,1
365,0,"b",4,6,1
4335,1,"w",3,10,1
4501,0,"w",4,5,1
2731,0,"w",4,7,0
3806,0,"b",4,9,1
3123,0,"w",4,8,0
2870,0,"w",4,4,0
2375,0,"w",4,7,0
133,0,"w",4,5,0
1392,0,"w",4,6,1
594,0,"b",3,4,1
3700,0,"b",4,5,0
826,0,"w",4,5,1
564,0,"b",4,8,1
2912,0,"b",3,4,1
81,0,"b",4,5,1
1532,0,"b",4,8,1
41,0,"w",4,5,1
2563,1,"b",4,5,1
910,1,"w",4,11,1
3215,0,"w",4,2,1
13,0,"b",4,4,1
3250,0,"b",4,7,0
3544,0,"w",4,6,1
4341,0,"b",4,7,0
310,0,"b",3,21,1
4721,0,"w",4,6,1
2654,0,"w",4,2,1
3502,0,"b",4,7,0
300,0,"b",4,7,1
1333,1,"w",4,6,1
1413,0,"b",3,4,1
3081,0,"w",4,7,0
1578,0,"b",3,4,1
2066,0,"w",4,8,1
1328,0,"b",2,10,1
1493,0,"b",4,7,1
3882,0,"w",4,18,1
250,0,"b",3,10,1
1565,0,"b",3,7,1
1166,1,"b",4,14,1
977,1,"w",4,5,1
3397,1,"w",4,4,0
4622,0,"b",3,5,0
923,0,"w",4,13,1
405,0,"w",4,9,1
1538,0,"w",4,7,0
2115,0,"w",4,6,1
2426,0,"b",4,7,1
2485,0,"b",3,7,1
963,0,"b",4,6,1
566,0,"w",4,7,0
4596,0,"w",4,26,0
1598,0,"b",4,19,1
3487,0,"b",4,2,1
4210,0,"b",4,7,1
3273,0,"w",4,4,1
4442,0,"w",4,8,1
815,0,"b",4,5,1
1029,0,"w",4,6,1
2041,0,"w",4,11,1
2226,0,"w",4,11,1
3225,0,"w",4,8,1
4449,0,"b",3,6,1
2597,0,"w",4,2,1
3795,0,"w",4,10,1
2561,0,"b",4,7,1
4611,0,"w",3,5,0
3149,0,"w",4,6,1
1652,0,"b",3,7,1
3091,0,"w",4,8,1
721,0,"w",4,6,1
1982,0,"w",4,5,1
1879,0,"b",3,5,1
2153,0,"w",4,7,0
938,0,"w",4,4,1
3852,0,"w",4,8,1
1446,0,"b",4,8,1
15,0,"b",4,5,0
587,0,"w",4,10,1
4224,0,"w",4,4,1
4286,1,"b",4,2,1
2384,1,"w",3,4,1
2777,0,"w",4,11,1
957,0,"w",4,11,1
2944,0,"b",4,6,1
4117,0,"w",3,26,1
3433,0,"w",4,7,1
924,0,"b",4,19,1
1748,0,"b",4,5,0
1527,0,"w",4,14,1
1926,0,"b",3,4,1
550,0,"w",4,6,1
432,0,"b",4,7,0
