"...1","call","race","education","yearsexp","computerskills"
4366,0,"w",4,18,1
3269,0,"b",0,4,1
4564,0,"w",4,8,1
4401,1,"w",4,8,1
3880,0,"b",4,14,1
580,0,"w",4,5,1
4421,0,"b",4,5,1
4756,0,"w",4,3,1
3057,0,"w",4,6,1
4072,1,"w",4,6,1
4807,0,"b",4,6,1
4780,0,"w",4,25,1
39,0,"b",3,4,1
931,0,"b",3,11,1
3715,0,"b",4,6,1
1653,0,"w",3,8,1
3194,0,"w",4,8,1
1120,0,"w",4,14,1
3596,0,"b",4,7,0
942,0,"w",4,5,1
825,0,"w",2,3,1
4090,0,"w",4,8,1
1110,0,"w",4,4,1
3023,0,"w",3,7,1
746,0,"b",3,4,1
2900,0,"b",4,2,1
2266,0,"b",4,14,1
3224,0,"w",4,8,1
904,0,"b",4,12,1
2847,1,"b",4,6,0
2124,0,"b",4,6,1
805,0,"b",4,10,1
3343,0,"w",4,6,1
3331,0,"w",4,4,1
3549,0,"w",4,2,1
730,0,"b",3,13,1
1088,0,"b",3,6,1
2091,0,"b",3,4,1
998,0,"w",4,6,1
2762,0,"b",4,26,0
2438,0,"w",4,2,1
2348,0,"b",4,14,1
1832,0,"w",4,6,0
1101,0,"w",4,6,1
3301,1,"b",4,5,1
3779,0,"b",4,7,1
3637,1,"b",4,9,1
3741,0,"w",4,8,1
4523,0,"w",3,6,0
1926,0,"b",3,4,1
3513,0,"b",1,10,0
2212,0,"w",3,5,0
4486,0,"b",4,5,1
1766,0,"w",4,6,1
2047,0,"w",4,6,1
3867,0,"w",4,6,1
4115,0,"b",2,16,1
4390,0,"b",4,18,1
1698,0,"b",4,11,1
1184,0,"w",2,19,0
2996,0,"w",4,14,1
1636,0,"b",4,6,1
3137,0,"w",4,2,1
674,0,"b",4,5,1
1953,0,"w",4,9,1
3822,0,"b",4,8,1
1855,0,"w",3,6,1
1908,0,"b",4,6,1
2706,0,"b",4,6,1
4731,0,"b",4,7,1
1296,0,"b",4,11,1
187,0,"b",4,8,1
1850,0,"b",2,5,1
2695,1,"w",4,6,1
570,0,"b",2,8,0
3051,0,"b",4,7,0
357,0,"w",4,7,0
2577,0,"b",4,8,1
4182,0,"b",4,12,1
600,0,"b",3,13,1
774,0,"b",3,17,1
4864,0,"w",2,16,1
4285,0,"b",4,5,1
1092,0,"b",4,5,1
950,0,"b",4,6,1
2652,0,"b",4,8,1
74,0,"w",4,5,0
827,0,"b",3,5,1
3352,0,"w",4,6,1
1603,0,"w",3,4,1
4097,0,"b",4,26,0
2505,0,"b",4,7,1
1860,0,"b",4,11,1
3827,0,"w",4,6,1
2990,0,"b",4,10,1
659,0,"w",4,6,1
3205,0,"w",4,8,1
2114,0,"b",3,9,1
2564,0,"w",4,4,1
1343,0,"w",2,3,1
2728,0,"w",4,8,0
1289,0,"w",2,19,0
3427,0,"b",4,15,1
1972,0,"w",4,3,1
4240,0,"b",4,8,1
3902,0,"w",4,18,1
2873,0,"w",4,6,1
878,0,"b",3,4,1
