"...1","call","race","education","yearsexp","computerskills"
2507,0,"w",4,4,1
1632,0,"b",4,5,0
4590,0,"b",4,8,1
535,0,"b",3,3,1
75,0,"w",3,3,1
1008,0,"w",4,6,1
2860,0,"b",4,14,1
4305,0,"b",4,11,1
111,0,"w",4,6,0
24,0,"w",4,7,1
2199,0,"w",2,19,0
1993,0,"b",4,8,1
4777,0,"w",3,8,1
3671,0,"b",3,7,1
126,0,"b",4,9,1
1929,0,"b",4,8,1
4862,1,"w",4,7,0
2806,0,"b",1,4,1
183,0,"w",4,18,1
1732,0,"b",3,12,1
2435,0,"w",4,6,1
1434,0,"b",3,5,0
4728,0,"w",4,2,1
4102,0,"b",4,8,1
3580,1,"w",4,8,1
4667,0,"b",3,22,1
2969,0,"b",4,13,0
2345,0,"w",4,6,1
2587,0,"w",4,10,1
1332,1,"b",4,8,1
648,0,"b",4,7,1
3202,0,"b",4,2,1
4597,0,"b",4,18,1
3718,0,"w",4,11,1
2385,0,"b",3,13,1
1383,0,"w",4,14,1
778,0,"b",4,9,1
2434,0,"w",4,7,0
2452,0,"b",4,10,1
1740,0,"b",4,11,1
8,0,"b",3,21,1
4415,0,"w",1,4,1
3841,0,"w",4,7,0
854,0,"w",4,2,1
4158,0,"b",4,6,1
2606,0,"b",3,4,1
2053,0,"w",4,4,1
3096,1,"b",4,5,1
2449,0,"b",4,18,1
1417,0,"b",3,2,1
3288,0,"b",4,3,1
3388,0,"b",4,9,1
4844,1,"w",4,11,1
970,0,"w",4,4,1
2952,0,"w",4,6,1
2570,0,"w",4,6,1
1358,0,"w",4,6,1
1643,0,"b",4,4,1
2059,0,"b",4,15,1
3943,0,"w",2,4,1
1093,0,"b",2,6,1
2868,0,"b",4,7,1
3976,0,"w",3,4,1
43,0,"w",4,7,1
3462,0,"w",4,10,1
1759,0,"w",4,13,1
3364,0,"b",4,3,1
3212,0,"b",4,7,0
483,0,"b",3,9,1
2920,0,"b",3,8,1
2518,0,"w",4,8,1
4446,0,"b",3,12,1
3978,0,"b",4,3,1
303,0,"b",4,5,1
2894,1,"w",4,4,0
