"...1","call","race","education","yearsexp","computerskills"
1727,0,"w",4,5,0
3372,0,"b",4,5,1
1717,0,"b",3,13,1
560,0,"b",4,2,1
471,0,"w",4,11,1
392,0,"b",4,14,1
1158,0,"b",4,6,1
484,0,"w",4,4,1
3254,0,"w",4,8,1
2490,0,"b",3,7,1
1867,0,"b",0,4,1
2828,0,"b",3,9,1
4049,0,"w",4,11,1
4028,0,"b",3,5,1
104,0,"w",4,4,0
3387,0,"w",3,5,1
3760,0,"b",2,4,0
1324,0,"b",4,10,1
3393,0,"w",4,6,1
3630,1,"b",4,4,1
1229,0,"w",2,6,1
4603,0,"w",4,14,1
1440,0,"b",4,9,1
3072,0,"w",3,4,1
1972,0,"w",4,3,1
1230,0,"b",4,6,1
3914,0,"w",4,4,1
449,0,"w",3,3,1
4002,0,"b",3,6,0
3726,0,"b",4,5,1
1372,0,"b",3,13,1
4091,0,"b",4,8,1
4114,0,"b",4,26,0
2232,0,"w",3,7,1
3088,0,"b",4,8,1
1414,0,"b",4,5,1
852,0,"w",4,8,1
3132,0,"w",4,14,1
2627,1,"b",3,13,1
4522,0,"w",4,12,1
3362,0,"w",2,6,0
4145,0,"w",4,7,0
2957,0,"w",4,7,0
2108,0,"b",3,16,1
1033,0,"b",4,2,1
3275,1,"w",4,5,0
2197,0,"w",3,1,1
4307,0,"b",4,15,1
1794,0,"b",4,6,1
1046,0,"b",3,16,1
2480,0,"b",3,13,1
3948,0,"b",3,5,1
737,0,"w",3,4,1
1455,0,"w",3,4,1
344,0,"w",3,16,1
159,0,"b",4,7,1
2217,0,"w",2,16,1
1020,0,"b",4,14,1
1534,0,"b",4,6,1
1345,0,"b",4,7,1
4139,0,"w",2,16,1
2787,0,"w",4,16,1
2571,0,"w",4,2,1
2641,0,"b",4,6,1
1207,0,"b",4,8,1
3401,0,"w",3,3,0
2185,0,"b",4,6,1
2859,0,"b",2,5,0
795,0,"b",4,5,1
4257,0,"w",4,6,1
4645,0,"b",4,2,1
1438,0,"b",2,16,1
2880,0,"b",3,7,1
2959,0,"b",4,2,1
2517,0,"w",4,6,1
2987,0,"w",4,6,1
3802,0,"w",4,20,1
3032,0,"w",3,16,1
2944,0,"b",4,6,1
1347,0,"w",4,11,1
1322,0,"b",4,4,1
652,0,"b",4,5,0
3130,0,"b",4,11,1
1135,0,"b",4,6,1
3333,0,"w",3,5,1
3808,1,"b",4,2,1
3583,0,"w",4,6,1
1964,0,"b",4,2,1
2244,0,"b",3,6,1
4162,0,"b",4,8,1
4723,0,"b",4,3,0
2775,0,"w",4,4,1
3957,0,"w",4,6,1
1180,0,"b",4,4,1
2034,0,"b",4,7,1
3842,0,"b",4,8,1
831,0,"w",4,2,1
3929,0,"b",4,4,1
413,0,"b",4,5,1
406,0,"b",3,4,1
879,0,"b",3,2,0
313,0,"b",4,5,1
521,0,"w",4,4,1
3933,0,"w",4,5,1
3411,0,"w",4,3,1
333,0,"w",3,5,1
3514,0,"b",4,6,1
1278,0,"b",4,5,1
1842,0,"b",3,16,1
3381,0,"w",4,5,1
4526,0,"b",4,6,1
1778,0,"w",4,8,1
4506,0,"b",4,8,1
2391,0,"w",3,13,1
1668,0,"b",4,7,0
2680,0,"b",3,5,0
3620,0,"w",4,2,1
2607,0,"w",3,16,1
2127,0,"w",4,11,1
4238,0,"w",4,5,1
1209,0,"w",4,7,1
3881,0,"w",4,26,0
4815,0,"w",4,8,1
3297,0,"w",3,9,1
4748,0,"w",3,5,1
441,0,"w",1,10,0
1590,1,"b",3,4,1
4637,0,"b",4,7,0
1793,0,"w",4,5,1
1785,0,"b",4,7,1
2863,0,"w",4,6,1
2118,0,"w",4,8,1
4047,0,"b",3,3,1
2004,0,"b",4,2,1
2019,0,"w",4,7,0
2013,0,"b",3,4,1
161,0,"w",2,1,0
2376,1,"b",4,13,1
251,0,"w",4,16,1
3443,0,"w",4,14,1
4553,0,"w",4,12,0
2955,0,"b",4,8,1
3285,0,"b",4,13,1
4790,0,"b",4,14,0
978,0,"b",4,4,1
1458,0,"w",4,6,1
3091,0,"w",4,8,1
3748,0,"b",4,5,1
509,0,"b",4,7,1
2404,0,"w",3,4,1
2753,0,"w",3,5,0
2789,0,"b",4,3,1
4692,0,"w",4,23,1
3835,0,"w",4,8,1
2505,0,"b",4,7,1
3895,0,"w",4,2,1
2123,0,"w",3,6,1
2563,1,"b",4,5,1
1265,0,"b",4,2,1
2916,0,"b",4,4,0
192,0,"w",4,18,1
236,0,"b",3,5,1
547,0,"w",4,2,1
2597,0,"w",4,2,1
909,0,"b",4,13,1
1127,0,"b",2,6,1
1287,0,"w",2,19,0
3938,0,"b",3,12,1
4593,0,"b",4,14,1
3931,0,"w",3,7,1
2035,0,"w",3,9,1
4457,0,"w",3,8,1
2511,0,"b",4,7,0
2622,1,"b",4,8,1
4050,0,"w",4,7,1
3417,0,"b",3,6,1
2053,0,"w",4,4,1
2752,0,"w",4,9,1
899,0,"b",4,19,1
807,1,"w",4,10,1
4572,0,"b",4,8,0
1498,1,"w",4,3,1
4157,0,"w",4,8,1
4829,0,"b",4,6,1
505,0,"b",4,6,1
825,0,"w",2,3,1
178,0,"w",4,26,0
2190,0,"w",4,8,1
3778,0,"b",4,11,1
66,0,"b",4,6,1
2339,0,"b",4,6,1
3371,1,"w",2,4,0
1421,0,"b",3,13,1
3824,0,"b",4,8,1
1759,0,"w",4,13,1
40,0,"w",4,5,0
3602,0,"b",4,7,1
3589,0,"b",4,8,1
1962,0,"w",4,7,1
761,0,"w",4,12,1
1839,0,"b",3,6,1
4220,0,"w",3,4,1
1753,0,"w",4,7,1
1067,0,"w",4,25,1
1419,0,"w",3,26,1
