"...1","call","race","education","yearsexp","computerskills"
4320,0,"b",4,4,0
3200,0,"w",4,6,1
2850,0,"b",0,3,1
1067,0,"w",4,25,1
4477,0,"w",3,1,1
743,0,"b",4,4,1
416,0,"b",4,13,1
965,0,"b",4,5,1
3746,0,"b",4,9,1
442,0,"b",4,10,1
2515,0,"w",4,8,1
1886,0,"w",4,4,1
2799,0,"b",0,5,1
4206,0,"b",3,13,1
42,0,"b",4,5,0
927,0,"w",4,5,1
4711,0,"b",3,6,1
200,0,"b",1,10,0
1773,0,"w",4,5,0
4505,0,"b",4,3,1
190,0,"b",4,8,1
636,0,"w",4,7,1
2666,0,"w",3,2,1
574,0,"b",4,26,0
4780,0,"w",4,25,1
1297,0,"w",3,2,1
2557,1,"w",4,13,1
3653,0,"w",4,5,1
3691,0,"w",4,5,0
1387,0,"b",4,6,1
4281,0,"b",3,2,1
2698,1,"b",4,4,1
3541,0,"w",4,8,1
3248,1,"b",4,8,1
2282,0,"w",4,7,0
3471,0,"b",4,7,0
1997,0,"b",4,5,1
1875,0,"w",3,5,1
1011,0,"b",4,14,1
2868,0,"b",4,7,1
1405,0,"b",4,8,1
2548,0,"b",3,2,0
2720,0,"w",4,20,0
3163,0,"w",4,7,0
2011,1,"b",3,13,1
1725,0,"w",4,4,1
496,0,"w",2,4,0
3329,0,"b",4,6,0
3773,1,"w",4,6,0
755,0,"b",4,4,1
4295,1,"w",4,15,1
239,0,"w",3,5,1
1093,0,"b",2,6,1
2805,0,"w",4,5,1
1087,0,"w",4,5,1
3076,0,"w",4,11,1
757,1,"w",4,5,1
4351,0,"b",4,10,1
4427,0,"w",2,6,0
3314,0,"b",4,6,0
151,0,"w",4,6,1
803,0,"b",4,9,1
2017,0,"w",4,4,1
4101,0,"b",4,7,0
2403,0,"w",2,19,0
4171,0,"w",4,20,0
3454,0,"b",4,8,1
3506,0,"w",4,8,1
1733,0,"w",2,6,1
2609,0,"w",4,9,1
3191,0,"b",4,6,1
3776,0,"b",4,6,0
