"...1","call","race","education","yearsexp","computerskills"
4211,0,"w",3,8,1
1380,0,"w",4,8,1
3056,0,"b",4,26,0
2826,0,"b",3,21,1
2238,0,"w",4,5,1
342,0,"b",2,6,1
2674,0,"b",4,5,1
2507,0,"w",4,4,1
2609,0,"w",4,9,1
4802,0,"b",4,7,0
434,0,"w",4,5,1
4088,0,"w",4,26,0
2959,0,"b",4,2,1
3271,0,"b",3,8,1
2757,0,"w",4,10,1
4008,1,"b",4,2,0
1109,0,"w",4,5,1
3963,0,"w",3,8,1
1999,0,"w",4,7,0
1360,0,"b",4,11,1
2884,1,"w",4,4,0
1377,0,"b",4,14,1
414,1,"w",4,20,0
3386,1,"b",0,4,1
598,0,"w",4,14,1
1859,0,"w",4,7,1
1388,0,"b",4,8,1
1315,0,"b",2,5,1
2050,0,"b",4,5,1
1319,0,"w",4,4,1
2789,0,"b",4,3,1
1182,0,"b",4,12,1
3880,0,"b",4,14,1
2576,0,"w",4,13,1
1119,0,"b",4,6,1
2820,0,"b",4,21,1
2444,0,"b",4,14,1
3118,0,"b",4,2,1
213,0,"b",3,4,1
740,0,"b",4,10,1
3284,0,"b",4,12,1
3804,0,"b",4,10,1
4379,0,"w",4,7,0
1309,1,"w",4,6,1
3198,1,"b",4,6,1
1137,0,"w",4,2,1
1267,0,"b",4,7,0
4411,0,"b",4,4,1
4571,0,"w",4,2,1
170,0,"w",4,6,1
4557,0,"b",4,15,1
2871,0,"w",4,10,1
2750,0,"b",4,9,1
1009,1,"w",4,2,1
3213,0,"b",4,8,1
2852,0,"b",4,4,0
3314,0,"b",4,6,0
4376,0,"b",3,26,1
3261,1,"w",4,10,1
324,0,"w",4,6,1
2435,0,"w",4,6,1
3087,0,"b",3,4,1
1264,0,"b",4,2,1
3893,0,"w",4,6,1
3378,0,"b",4,2,1
381,0,"b",4,5,1
2044,0,"b",4,10,1
4388,0,"b",4,8,1
1559,1,"b",4,13,1
801,0,"w",4,12,1
67,0,"b",4,6,1
3624,0,"b",4,8,1
2726,0,"b",4,2,1
1018,0,"b",4,8,1
3896,0,"b",4,7,0
2471,0,"w",3,4,1
370,0,"b",4,10,1
936,0,"w",4,4,1
4285,0,"b",4,5,1
3981,0,"w",0,5,1
1400,0,"w",4,5,1
3402,0,"b",3,3,1
3760,0,"b",2,4,0
688,0,"w",4,3,1
