"...1","call","race","education","yearsexp","computerskills"
2485,0,"b",3,7,1
3242,0,"b",4,2,1
1029,0,"w",4,6,1
3233,0,"w",4,7,0
3762,0,"b",4,4,1
3062,0,"b",4,14,1
257,0,"b",4,5,1
146,0,"w",2,4,0
87,0,"w",1,3,1
466,0,"w",3,8,1
4569,0,"b",4,18,1
4855,0,"w",4,8,1
4676,0,"b",4,8,1
3243,0,"w",4,6,1
1693,0,"b",3,4,1
3547,0,"w",4,8,0
144,0,"w",4,4,0
714,0,"b",4,7,0
1040,0,"w",3,7,1
4764,0,"b",4,5,1
47,0,"w",0,4,1
2265,0,"w",4,6,1
4618,0,"b",4,20,0
1038,0,"b",4,8,1
1243,0,"b",2,5,1
4595,0,"w",4,14,1
2029,0,"b",3,8,1
97,0,"b",2,5,0
1550,0,"w",4,14,1
3143,0,"w",4,6,1
1731,0,"w",2,3,1
2736,0,"b",3,2,0
791,0,"w",4,9,1
3620,0,"w",4,2,1
1379,0,"w",4,13,1
2339,0,"b",4,6,1
3261,1,"w",4,10,1
1984,0,"w",4,15,1
2899,0,"w",4,8,1
867,0,"w",3,4,1
4808,0,"b",4,6,1
872,0,"b",4,7,1
4132,0,"b",3,13,1
581,0,"b",4,6,1
1492,0,"w",4,5,1
2847,1,"b",4,6,0
3013,0,"w",4,18,1
3426,0,"b",3,4,1
1800,0,"b",4,5,0
1175,0,"b",4,7,0
4451,0,"w",4,5,1
2482,0,"b",4,13,1
4848,1,"w",4,7,0
1966,0,"b",4,5,1
2965,0,"b",4,10,1
2959,0,"b",4,2,1
181,0,"b",4,6,1
1190,0,"w",4,4,1
3484,0,"w",4,8,1
2365,0,"w",4,8,1
4452,0,"w",4,7,1
3222,0,"b",4,6,1
4484,0,"w",4,5,1
3686,0,"b",4,6,1
1962,0,"w",4,7,1
2888,0,"w",4,3,1
2045,0,"w",4,6,1
2603,0,"b",3,26,1
3601,1,"w",3,8,1
605,0,"b",3,6,1
593,1,"w",4,9,1
1929,0,"b",4,8,1
250,0,"b",3,10,1
521,0,"w",4,4,1
368,0,"b",4,8,0
2383,1,"b",3,2,0
2956,0,"b",4,8,1
4580,0,"b",4,5,1
1265,0,"b",4,2,1
4378,0,"b",4,6,1
611,0,"b",4,12,1
3939,0,"w",0,5,1
621,0,"b",4,5,1
4203,0,"w",3,12,1
3715,0,"b",4,6,1
4074,1,"b",3,11,1
75,0,"w",3,3,1
