"...1","call","race","education","yearsexp","computerskills"
2153,0,"w",4,7,0
2291,0,"b",4,8,1
974,0,"b",2,3,1
4758,1,"b",4,5,0
2015,0,"b",4,8,1
3381,0,"w",4,5,1
1428,0,"b",3,7,1
2736,0,"b",3,2,0
2136,0,"b",4,2,1
4258,0,"b",3,5,1
215,0,"w",3,7,0
378,0,"b",4,8,1
890,0,"b",4,11,1
424,0,"b",4,2,1
1224,0,"w",4,6,1
2488,0,"w",4,13,1
1024,0,"b",4,6,1
919,0,"w",3,9,1
437,0,"w",4,7,0
4071,1,"w",4,6,0
1159,0,"w",3,13,1
336,0,"b",3,6,1
2197,0,"w",3,1,1
3938,0,"b",3,12,1
2539,0,"b",3,1,1
3232,0,"b",4,6,1
674,0,"b",4,5,1
240,0,"b",4,5,1
3166,0,"w",4,2,1
4112,0,"b",4,7,0
2502,0,"b",4,3,1
1486,0,"b",4,8,0
2403,0,"w",2,19,0
3494,0,"b",4,2,1
3391,0,"w",3,6,1
843,0,"b",4,7,0
3304,0,"w",4,5,0
1930,0,"w",3,8,1
2262,0,"w",4,6,1
2021,0,"w",4,7,1
902,0,"b",4,7,1
3386,1,"b",0,4,1
2183,0,"w",4,2,1
539,0,"w",3,3,1
4313,0,"w",3,8,1
3378,0,"b",4,2,1
1325,0,"b",3,13,1
4040,0,"b",3,8,1
1690,0,"b",4,7,0
4686,0,"w",4,6,0
2004,0,"b",4,2,1
597,0,"w",3,7,1
513,0,"w",4,4,1
182,0,"w",4,26,0
1570,0,"w",3,4,1
69,0,"b",4,8,1
1404,0,"b",4,26,0
2943,0,"b",4,11,0
4487,0,"b",4,2,1
4472,0,"w",4,4,0
319,0,"b",4,6,1
2130,0,"w",3,9,1
2457,0,"w",4,2,1
4294,0,"b",4,11,1
2148,0,"b",4,6,1
4142,0,"w",4,11,1
4115,0,"b",2,16,1
962,0,"w",4,14,1
4782,0,"b",4,2,0
3597,0,"w",4,6,1
292,0,"w",4,4,1
4822,0,"b",4,6,1
2018,0,"b",4,6,1
2347,0,"w",4,8,0
2139,0,"w",4,3,1
3172,1,"w",4,20,0
1504,0,"b",4,2,1
3564,0,"w",4,2,1
95,0,"b",4,10,1
1513,0,"b",3,3,1
1942,0,"b",4,15,1
2084,0,"b",4,8,1
4511,0,"w",3,20,1
3533,0,"b",4,6,1
3373,0,"w",4,4,1
4320,0,"b",4,4,0
3806,0,"b",4,9,1
1275,0,"b",4,2,1
4668,0,"b",4,6,0
2964,0,"b",4,2,1
2994,0,"w",4,11,1
3389,0,"b",3,2,1
3632,1,"b",4,4,1
1422,0,"b",3,4,1
4477,0,"w",3,1,1
2908,0,"b",4,6,0
4630,0,"w",4,13,1
419,0,"w",2,18,0
4398,0,"w",4,7,0
318,0,"w",4,6,1
1054,0,"w",4,7,1
1698,0,"b",4,11,1
4830,1,"w",4,7,0
2331,0,"b",3,8,1
4779,0,"w",4,2,1
234,0,"w",3,6,1
2482,0,"b",4,13,1
370,0,"b",4,10,1
4405,0,"w",4,7,0
2624,0,"w",3,13,1
1984,0,"w",4,15,1
2458,0,"w",4,26,0
2080,0,"w",4,8,1
3836,0,"w",4,14,1
1311,1,"b",4,6,0
4529,0,"w",3,3,1
476,1,"w",3,21,1
2119,0,"w",3,8,1
1211,0,"w",2,19,1
3888,0,"w",4,2,1
3298,0,"b",4,8,1
3217,0,"b",4,6,1
196,0,"w",4,2,1
1599,0,"w",4,20,1
666,0,"b",4,3,1
2149,0,"w",3,5,1
1535,0,"b",4,8,1
338,0,"b",2,4,1
2113,0,"w",4,8,1
491,0,"b",3,11,1
2902,0,"b",4,8,1
4692,0,"w",4,23,1
3654,0,"b",4,3,1
