"...1","call","race","education","yearsexp","computerskills"
2025,0,"b",4,15,1
4140,0,"b",3,13,1
2181,0,"w",4,7,0
3271,0,"b",3,8,1
1847,0,"b",4,2,1
441,0,"w",1,10,0
4758,1,"b",4,5,0
1328,0,"b",2,10,1
1039,0,"w",3,16,1
3202,0,"b",4,2,1
4128,1,"w",4,8,0
4460,0,"w",4,10,1
1650,0,"b",4,5,1
406,0,"b",3,4,1
3707,0,"w",0,2,1
2496,0,"w",4,9,1
3690,0,"b",4,5,0
3449,0,"w",4,8,1
970,0,"w",4,4,1
1281,0,"w",3,13,1
2364,0,"w",4,2,1
1505,0,"b",4,9,1
3129,0,"b",4,14,1
2858,0,"w",4,2,1
279,0,"b",4,8,1
4185,0,"w",4,4,1
4765,0,"w",4,5,1
112,0,"b",4,4,0
2210,0,"b",3,2,1
3289,0,"w",4,6,1
4723,0,"b",4,3,0
4346,0,"b",4,7,0
1992,0,"w",4,7,0
2641,0,"b",4,6,1
4586,0,"b",4,2,1
2069,0,"w",4,10,1
3733,0,"b",4,5,1
2205,1,"w",3,16,1
2614,1,"b",4,13,1
4553,0,"w",4,12,0
3715,0,"b",4,6,1
4085,1,"b",3,8,0
1712,1,"w",2,19,0
4775,0,"b",4,8,1
3659,0,"w",4,2,1
419,0,"w",2,18,0
2908,0,"b",4,6,0
4805,0,"b",4,6,1
1307,0,"w",3,2,1
739,0,"w",4,10,1
3541,0,"w",4,8,1
481,0,"w",4,4,1
2370,0,"w",3,1,1
1744,1,"w",4,6,0
2576,0,"w",4,13,1
1335,0,"w",4,13,1
4680,0,"w",4,21,1
1926,0,"b",3,4,1
1456,0,"b",4,4,1
1424,0,"w",3,1,1
2971,0,"w",4,23,1
1851,0,"b",3,3,1
3004,0,"b",4,2,1
1748,0,"b",4,5,0
1852,0,"b",2,5,0
4241,0,"w",2,6,0
2316,0,"b",2,19,0
1609,0,"w",3,8,1
35,0,"w",2,4,0
4126,0,"w",4,7,0
2544,0,"w",3,5,0
3278,1,"b",4,5,1
4656,0,"b",4,4,1
1798,0,"b",4,4,1
3562,0,"b",4,8,1
2263,0,"w",4,6,1
1400,0,"w",4,5,1
3200,0,"w",4,6,1
936,0,"w",4,4,1
4638,0,"w",4,4,1
4383,0,"b",4,8,1
3192,0,"b",4,8,0
2541,1,"w",3,16,1
2524,0,"b",4,2,1
1088,0,"b",3,6,1
