"...1","call","race","education","yearsexp","computerskills"
2374,0,"w",4,5,1
2539,0,"b",3,1,1
3964,0,"b",4,7,0
3312,0,"w",3,6,1
170,0,"w",4,6,1
2765,0,"w",3,6,1
3810,0,"w",4,8,1
4516,0,"b",3,2,1
2789,0,"b",4,3,1
45,0,"b",4,5,1
3948,0,"b",3,5,1
1979,0,"w",4,5,1
205,0,"w",4,12,1
31,0,"w",2,6,1
779,0,"b",4,6,1
2549,0,"w",3,1,1
4602,0,"w",4,8,0
4176,0,"w",2,6,1
4333,1,"w",4,20,1
491,0,"b",3,11,1
4492,0,"b",4,7,1
1164,1,"w",4,9,1
2104,0,"w",3,16,1
4379,0,"w",4,7,0
3624,0,"b",4,8,1
1613,0,"w",3,6,1
3509,0,"w",4,6,1
1108,0,"b",4,10,1
2511,0,"b",4,7,0
186,0,"b",4,10,1
3015,0,"w",4,7,0
4521,0,"b",4,7,1
675,0,"w",3,3,1
2862,0,"w",4,6,1
201,1,"b",4,8,1
2357,0,"b",4,7,0
3788,0,"b",3,11,1
4700,1,"w",4,6,1
3225,0,"w",4,8,1
3426,0,"b",3,4,1
3645,1,"w",2,6,1
4757,0,"w",3,3,1
741,0,"w",4,18,0
4343,0,"w",4,6,1
2877,0,"w",4,6,1
4789,1,"w",4,12,1
1851,0,"b",3,3,1
4847,1,"w",4,2,1
3821,0,"w",4,2,1
610,0,"b",3,12,1
240,0,"b",4,5,1
4686,0,"w",4,6,0
96,1,"w",2,4,0
1909,0,"b",4,5,1
3565,0,"b",4,14,1
1554,0,"b",4,14,1
2823,0,"b",4,6,1
2250,0,"w",4,11,1
4517,0,"w",2,3,1
2480,0,"b",3,13,1
2429,0,"w",4,5,1
1651,0,"w",3,9,1
3262,0,"b",4,14,1
943,0,"w",4,6,0
1213,1,"b",4,19,1
212,0,"b",4,5,1
856,0,"b",4,7,0
1044,0,"b",3,1,1
3997,0,"b",4,20,1
1735,0,"b",3,6,1
3792,0,"w",4,6,1
3980,0,"b",4,7,1
4058,0,"w",3,16,1
3616,0,"w",4,7,0
4262,0,"b",4,6,1
4546,0,"b",4,7,1
3326,0,"b",4,6,1
1759,0,"w",4,13,1
2469,1,"w",3,4,1
4654,0,"b",3,4,1
3017,0,"b",4,8,1
135,0,"w",4,8,1
4795,0,"w",4,6,1
2847,1,"b",4,6,0
2755,0,"w",4,14,1
3038,0,"w",4,8,1
436,0,"b",3,16,1
429,0,"w",4,2,1
79,0,"b",4,9,1
232,0,"b",4,21,1
3179,1,"b",4,18,1
4267,0,"w",4,5,1
3920,0,"w",3,7,1
10,0,"b",4,6,0
2612,0,"b",3,26,1
3027,0,"w",4,9,1
4079,0,"b",4,7,1
137,0,"b",4,5,1
4603,0,"w",4,14,1
2778,0,"w",4,11,1
1620,0,"b",4,7,1
3331,0,"w",4,4,1
3757,1,"b",3,21,1
1010,0,"b",4,6,1
1060,0,"b",4,7,1
661,0,"w",4,6,1
1983,0,"b",3,8,1
846,0,"b",4,8,1
4211,0,"w",3,8,1
439,0,"b",4,8,1
1817,0,"b",0,4,1
1616,0,"b",3,7,1
