"...1","call","race","education","yearsexp","computerskills"
1132,0,"w",4,9,1
144,0,"w",4,4,0
2521,0,"w",4,6,1
2374,0,"w",4,5,1
3253,0,"w",4,6,1
612,0,"w",4,11,1
3540,0,"b",4,8,1
691,0,"w",2,6,1
1832,0,"w",4,6,0
3483,0,"b",4,7,0
3062,0,"b",4,14,1
1879,0,"b",3,5,1
3688,0,"b",3,5,1
1741,1,"w",4,5,1
1112,0,"b",4,4,1
2681,0,"b",4,13,1
2652,0,"b",4,8,1
1248,0,"w",3,6,1
1198,0,"w",4,5,1
2104,0,"w",3,16,1
303,0,"b",4,5,1
3754,0,"b",4,5,0
2607,0,"w",3,16,1
3612,0,"b",4,6,1
1311,1,"b",4,6,0
4088,0,"w",4,26,0
3093,0,"w",3,13,1
4709,0,"b",2,6,1
840,0,"b",4,8,1
170,0,"w",4,6,1
558,0,"w",1,10,0
3805,0,"w",3,11,1
1080,1,"w",3,8,1
2902,0,"b",4,8,1
4059,0,"b",4,4,1
1097,0,"b",4,6,1
1825,0,"w",2,4,0
2471,0,"w",3,4,1
4625,0,"w",4,6,1
1408,1,"w",4,7,0
2785,0,"w",2,2,0
3904,0,"b",4,10,1
4408,0,"b",4,4,1
3740,0,"b",2,2,1
162,0,"b",4,5,1
3352,0,"w",4,6,1
401,0,"b",4,7,0
4309,0,"w",4,6,0
416,0,"b",4,13,1
1249,0,"w",4,18,1
2380,1,"b",4,13,1
3664,0,"w",4,13,1
4560,0,"w",4,10,1
3344,0,"w",4,6,0
397,0,"w",4,4,1
4144,1,"b",4,6,1
4619,0,"w",3,4,1
2916,0,"b",4,4,0
2413,0,"b",3,9,1
4082,0,"w",4,4,1
4420,0,"w",3,6,1
3081,0,"w",4,7,0
2966,0,"w",4,7,0
823,0,"b",3,6,1
1061,0,"b",4,9,1
3364,0,"b",4,3,1
951,0,"b",4,6,1
1074,0,"b",3,6,1
2588,0,"w",4,8,1
791,0,"w",4,9,1
2584,0,"b",4,8,1
1122,0,"w",4,6,1
4456,0,"w",3,21,1
3869,0,"w",4,18,1
1368,0,"b",3,3,1
3836,0,"w",4,14,1
87,0,"w",1,3,1
4614,0,"b",3,13,1
4378,0,"b",4,6,1
2690,0,"b",4,11,1
3849,0,"w",4,7,0
101,0,"b",4,7,1
3871,0,"b",4,8,1
1202,0,"b",4,5,1
2044,0,"b",4,10,1
595,0,"b",4,14,1
1439,0,"w",3,4,1
3523,0,"w",4,10,1
1189,0,"b",4,6,1
950,0,"b",4,6,1
1751,0,"w",3,11,1
3725,0,"b",4,4,1
3986,0,"b",4,5,1
4356,0,"w",4,8,0
596,1,"w",3,7,1
3782,0,"b",4,4,1
2726,0,"b",4,2,1
2459,0,"w",4,8,0
4606,0,"b",4,18,1
2849,1,"w",4,4,0
3076,0,"w",4,11,1
1172,1,"w",2,18,0
1593,0,"w",4,8,1
3792,0,"w",4,6,1
2023,0,"w",3,6,1
1084,0,"w",4,4,1
436,0,"b",3,16,1
3030,0,"b",3,7,1
3099,0,"w",4,6,1
2508,0,"b",4,4,1
3074,0,"b",3,5,0
973,0,"w",3,6,1
1971,0,"w",4,11,1
3260,0,"w",4,26,0
2342,0,"w",4,2,1
1459,0,"b",4,5,1
3830,0,"b",4,6,1
1682,0,"b",4,8,1
2688,0,"w",4,9,1
430,0,"b",4,8,1
73,0,"b",3,6,1
1213,1,"b",4,19,1
3308,0,"b",4,11,1
3746,0,"b",4,9,1
1167,0,"w",3,1,1
1571,0,"b",3,26,1
4689,0,"b",4,5,1
646,0,"w",4,5,1
963,0,"b",4,6,1
4131,0,"w",3,2,0
687,0,"b",4,15,1
4231,0,"b",4,4,1
246,0,"w",4,7,1
1806,0,"w",4,7,1
361,0,"w",4,8,0
3524,0,"b",4,8,0
907,0,"w",3,11,1
4012,0,"w",4,6,0
2940,0,"w",4,5,1
4742,0,"w",3,21,1
1381,0,"w",4,8,1
3739,0,"w",4,10,1
3921,0,"b",0,5,1
1534,0,"b",4,6,1
289,0,"w",4,15,1
323,0,"b",3,6,1
3494,0,"b",4,2,1
1641,0,"w",4,6,1
2827,0,"w",4,5,1
245,0,"b",4,9,0
3728,0,"w",4,5,1
4759,0,"b",4,7,1
34,0,"b",4,6,1
3559,0,"w",4,18,1
4057,0,"b",3,3,1
3001,0,"w",4,26,0
2029,0,"b",3,8,1
4272,0,"b",4,6,1
1242,0,"w",4,12,1
4655,0,"w",3,4,1
4080,0,"w",4,5,1
2320,1,"b",4,9,1
2089,0,"w",3,13,1
1619,0,"w",4,19,1
1804,0,"b",4,5,0
265,0,"w",4,6,1
4571,0,"w",4,2,1
1729,0,"b",0,4,1
1773,0,"w",4,5,0
4864,0,"w",2,16,1
2045,0,"w",4,6,1
3752,0,"b",4,6,1
379,0,"w",2,16,1
1460,0,"b",3,7,1
3594,0,"b",4,18,1
4816,0,"b",4,8,1
997,0,"w",2,1,1
2697,1,"w",4,7,0
833,0,"w",4,6,1
3377,0,"w",4,1,1
1447,1,"w",4,20,0
716,0,"b",4,2,1
413,0,"b",4,5,1
395,0,"b",3,4,1
651,0,"b",4,6,1
1753,0,"w",4,7,1
3379,0,"w",4,7,1
2762,0,"b",4,26,0
2650,0,"w",4,2,1
2603,0,"b",3,26,1
1872,0,"b",4,7,1
999,0,"w",4,6,1
2876,0,"b",2,6,1
1644,0,"w",4,5,1
4253,0,"w",4,5,0
3619,0,"b",4,6,1
2729,0,"w",1,10,0
2475,0,"b",3,4,1
1330,0,"b",4,11,0
3000,0,"b",4,8,1
3845,0,"w",4,18,1
4365,0,"w",4,8,1
2077,0,"b",4,8,0
627,0,"w",4,5,1
1142,0,"b",4,7,0
4810,0,"w",4,8,0
1951,1,"w",3,9,1
574,0,"b",4,26,0
1924,0,"b",2,4,1
3847,0,"b",4,2,1
3023,0,"w",3,7,1
3966,0,"b",4,6,1
2911,0,"b",4,6,0
2446,0,"b",4,8,1
3155,0,"b",4,7,1
2929,0,"w",3,21,1
4114,0,"b",4,26,0
4446,0,"b",3,12,1
1262,0,"w",4,8,1
3931,0,"w",3,7,1
564,0,"b",4,8,1
1781,0,"w",4,11,1
32,0,"b",3,6,1
575,0,"b",4,18,1
730,0,"b",3,13,1
1077,0,"b",4,11,1
3159,0,"b",4,8,1
924,0,"b",4,19,1
3083,0,"w",3,4,1
3382,1,"w",4,4,0
1802,0,"b",0,4,1
1205,0,"w",3,7,1
1856,0,"w",4,4,0
2354,0,"b",4,8,1
44,0,"w",4,6,1
4679,1,"b",4,19,1
4670,0,"w",3,6,1
1749,0,"w",2,10,1
772,0,"w",3,8,1
2028,0,"b",4,15,1
2231,0,"b",4,9,1
3666,0,"b",4,11,1
3073,0,"b",4,14,1
1359,0,"w",4,6,1
689,0,"w",4,6,1
1385,0,"b",4,2,1
297,0,"w",4,7,1
4726,1,"w",4,4,1
2049,0,"w",4,5,1
4775,0,"b",4,8,1
3267,0,"w",4,4,0
149,0,"b",4,7,1
95,0,"b",4,10,1
3369,0,"w",4,4,1
4657,0,"w",4,5,1
1756,0,"w",4,5,0
4444,0,"b",3,9,1
4691,0,"b",3,4,1
2378,0,"w",3,7,1
4521,0,"b",4,7,1
4160,0,"w",4,2,1
4010,0,"w",4,5,1
3745,0,"w",2,5,0
4482,0,"w",4,4,0
1982,0,"w",4,5,1
3669,0,"w",4,2,0
1736,0,"b",3,6,1
2084,0,"b",4,8,1
685,0,"b",3,6,1
4639,0,"b",3,7,1
3343,0,"w",4,6,1
3002,0,"w",4,2,1
3467,0,"w",4,26,0
4842,0,"b",4,8,1
172,1,"b",3,11,1
2107,1,"w",3,4,1
3380,0,"b",4,7,1
1908,0,"b",4,6,1
3587,1,"b",4,7,0
1779,0,"b",0,4,1
4441,0,"b",4,8,1
1140,0,"b",4,8,1
1514,0,"w",4,14,1
3317,0,"w",4,25,1
3034,0,"b",3,4,1
3310,0,"w",4,11,1
4411,0,"b",4,4,1
986,0,"b",4,11,1
377,0,"w",4,7,0
844,0,"b",4,6,1
3860,0,"w",4,2,1
1022,0,"b",4,26,0
1900,0,"b",4,2,1
3617,0,"w",4,6,1
1316,0,"b",4,6,1
615,0,"b",4,7,1
4294,0,"b",4,11,1
4292,0,"w",3,3,1
1072,0,"w",3,3,1
4327,0,"b",4,19,1
1380,0,"w",4,8,1
134,0,"b",4,10,1
4402,1,"b",4,26,0
2144,0,"b",4,6,1
573,0,"w",4,14,1
2473,0,"b",4,7,1
678,0,"w",4,4,1
1866,0,"w",2,4,0
3916,0,"b",4,12,1
2265,0,"w",4,6,1
