"...1","call","race","education","yearsexp","computerskills"
2227,0,"b",3,13,1
2302,1,"w",3,2,0
2663,0,"w",3,16,1
4307,0,"b",4,15,1
758,0,"b",3,3,1
4520,0,"b",3,6,1
1825,0,"w",2,4,0
1003,0,"b",4,7,0
2785,0,"w",2,2,0
799,0,"b",4,5,1
3605,0,"w",4,2,1
4141,0,"b",3,13,1
2286,0,"w",4,8,1
4568,0,"w",4,13,1
1182,0,"b",4,12,1
2916,0,"b",4,4,0
3349,1,"w",4,6,1
3395,0,"b",4,2,1
1451,0,"w",3,6,1
1081,0,"b",4,8,1
2505,0,"b",4,7,1
3511,0,"w",4,26,0
910,1,"w",4,11,1
3414,0,"w",2,6,1
4538,0,"b",4,5,0
3302,0,"b",3,5,1
4197,0,"b",3,8,1
56,0,"b",4,7,1
1480,0,"w",4,5,1
511,0,"w",4,4,1
3881,0,"w",4,26,0
4669,0,"b",4,7,1
2411,0,"b",4,9,1
1308,0,"b",3,4,1
2413,0,"b",3,9,1
4344,0,"w",4,8,0
3423,0,"w",4,3,1
2086,0,"w",4,11,1
364,0,"w",4,2,1
2920,0,"b",3,8,1
502,0,"w",4,6,1
4091,0,"b",4,8,1
624,0,"b",4,6,1
3307,0,"w",3,13,1
4824,0,"b",3,7,1
3102,0,"b",4,6,1
879,0,"b",3,2,0
4530,0,"b",4,6,1
4479,0,"w",4,9,1
2747,1,"b",4,7,0
1756,0,"w",4,5,0
186,0,"b",4,10,1
252,0,"b",4,12,1
284,0,"w",4,6,0
1971,0,"w",4,11,1
1999,0,"w",4,7,0
4622,0,"b",3,5,0
4400,0,"b",3,13,1
1671,0,"w",4,10,1
831,0,"w",4,2,1
2807,0,"w",4,4,1
3297,0,"w",3,9,1
3287,0,"w",4,14,1
259,0,"w",4,12,1
4191,1,"w",4,6,0
3437,0,"b",4,10,1
10,0,"b",4,6,0
4805,0,"b",4,6,1
2367,0,"b",4,18,1
3011,0,"w",4,8,0
1316,0,"b",4,6,1
3959,0,"b",2,5,1
955,0,"w",4,6,1
2622,1,"b",4,8,1
246,0,"w",4,7,1
2036,0,"w",3,8,1
1958,0,"w",3,9,1
181,0,"b",4,6,1
1592,0,"b",4,3,1
3,0,"b",4,6,1
1740,0,"b",4,11,1
3326,0,"b",4,6,1
3610,0,"b",4,7,0
3412,0,"b",2,4,1
1317,0,"w",4,4,1
644,0,"b",4,7,1
4251,0,"b",4,6,1
3542,0,"b",4,14,1
71,0,"w",4,5,0
4291,0,"b",4,4,1
1701,0,"w",3,16,1
2473,0,"b",4,7,1
990,0,"w",4,15,1
1843,0,"w",3,8,1
2716,0,"b",4,2,1
3183,0,"w",4,11,1
3260,0,"w",4,26,0
3320,0,"b",4,8,1
3990,0,"b",3,6,1
1116,0,"b",4,6,1
2536,0,"b",2,19,0
2978,0,"w",4,8,1
3957,0,"w",4,6,1
1125,0,"b",4,5,1
3658,0,"b",3,7,1
2441,0,"w",4,8,0
516,0,"b",4,5,1
1903,0,"w",4,7,0
4815,0,"w",4,8,1
3018,0,"b",4,10,1
3568,0,"w",4,8,1
51,0,"b",4,6,1
2390,0,"b",4,8,1
296,0,"b",4,5,1
4009,0,"b",4,6,0
1822,0,"w",0,5,1
225,0,"b",4,5,1
675,0,"w",3,3,1
2677,0,"w",4,8,1
2252,0,"b",4,10,1
248,1,"w",4,10,1
460,0,"b",4,9,1
2649,0,"b",4,6,1
4146,1,"b",4,8,1
445,0,"b",3,5,1
3577,0,"b",4,6,1
1202,0,"b",4,5,1
1646,0,"b",4,5,1
603,0,"b",4,10,1
4495,0,"b",4,4,1
569,0,"b",4,6,1
2568,0,"w",4,6,1
3135,0,"b",4,8,1
944,0,"w",4,5,1
184,0,"w",4,18,1
503,0,"b",4,11,1
3445,0,"b",4,18,1
3506,0,"w",4,8,1
2846,1,"w",2,13,0
3417,0,"b",3,6,1
4856,0,"w",4,7,0
3814,0,"w",4,18,1
1005,0,"w",4,8,1
