"...1","call","race","education","yearsexp","computerskills"
3309,0,"b",4,10,1
4313,0,"w",3,8,1
4361,0,"w",3,4,1
4764,0,"b",4,5,1
4328,0,"b",2,1,0
4243,0,"b",4,6,0
3642,0,"w",3,8,1
3684,0,"w",4,11,1
4575,0,"w",4,7,0
3696,1,"w",3,8,1
4752,0,"b",4,7,1
4442,0,"w",4,8,1
1066,0,"b",4,8,1
2070,0,"b",4,2,1
2430,0,"b",4,4,1
3937,0,"w",3,4,1
759,1,"w",2,6,1
2290,0,"b",4,2,1
4594,0,"b",4,8,1
4418,0,"b",4,4,1
3236,0,"w",4,8,1
1170,0,"b",3,26,1
2515,0,"w",4,8,1
3876,0,"b",4,26,0
278,0,"w",0,4,1
308,0,"w",3,2,1
4390,0,"b",4,18,1
116,0,"b",4,4,1
2514,0,"w",4,8,1
1199,0,"b",2,3,1
1166,1,"b",4,14,1
2130,0,"w",3,9,1
4053,0,"b",3,2,1
961,0,"w",4,6,1
1420,0,"w",3,2,1
2014,1,"w",3,16,1
2622,1,"b",4,8,1
861,0,"w",2,19,0
799,0,"b",4,5,1
1192,0,"w",4,9,1
4413,0,"b",2,3,1
4673,0,"b",4,6,1
60,0,"b",4,5,1
3839,0,"b",4,18,1
2539,0,"b",3,1,1
2556,0,"b",4,2,1
2162,0,"b",4,2,1
4464,0,"w",4,5,1
451,0,"b",2,6,1
4433,0,"w",3,13,1
2247,0,"b",4,6,1
37,0,"b",4,4,1
316,0,"b",4,5,0
4340,0,"b",4,7,0
4305,0,"b",4,11,1
2155,0,"w",4,7,0
57,0,"w",4,21,1
2268,0,"w",4,6,1
1135,0,"b",4,6,1
1662,0,"w",4,6,1
802,0,"w",4,7,1
925,1,"w",4,21,1
1022,0,"b",4,26,0
4727,0,"w",4,2,1
732,0,"w",4,8,1
2106,0,"w",2,19,0
3568,0,"w",4,8,1
586,0,"w",2,8,0
4647,0,"w",4,3,1
1483,0,"w",4,9,0
4821,0,"b",4,2,1
2486,0,"b",3,16,1
7,0,"w",4,5,1
1625,0,"w",4,23,1
2279,0,"w",4,8,1
4346,0,"b",4,7,0
2858,0,"w",4,2,1
2159,0,"w",4,26,0
3949,0,"w",3,7,1
251,0,"w",4,16,1
3928,0,"w",4,6,1
3795,0,"w",4,10,1
1243,0,"b",2,5,1
4317,0,"w",4,7,1
248,1,"w",4,10,1
1426,0,"b",3,4,1
2347,0,"w",4,8,0
461,0,"w",3,4,1
3135,0,"b",4,8,1
140,0,"w",3,4,1
3433,0,"w",4,7,1
4564,0,"w",4,8,1
2561,0,"b",4,7,1
44,0,"w",4,6,1
2763,0,"w",3,6,1
1203,0,"b",4,7,1
2342,0,"w",4,2,1
1615,0,"w",4,7,1
3592,1,"w",4,6,1
2471,0,"w",3,4,1
1484,0,"b",4,8,1
4559,1,"w",4,5,1
2985,0,"b",4,5,1
2891,0,"b",3,3,0
2265,0,"w",4,6,1
844,0,"b",4,6,1
239,0,"w",3,5,1
1089,0,"b",4,5,1
4383,0,"b",4,8,1
4016,0,"b",4,6,1
4268,0,"b",4,7,1
3373,0,"w",4,4,1
4748,0,"w",3,5,1
4148,0,"b",4,8,0
2371,0,"w",4,9,1
4804,0,"w",4,7,0
675,0,"w",3,3,1
2810,0,"w",4,12,1
2751,1,"b",3,2,1
2915,0,"w",0,4,1
4434,0,"w",3,15,1
3085,0,"b",4,5,1
4446,0,"b",3,12,1
3515,0,"b",4,7,0
2262,0,"w",4,6,1
921,0,"b",4,6,1
3406,0,"w",4,6,0
1355,0,"w",4,11,1
2962,0,"b",4,18,1
365,0,"b",4,6,1
1541,0,"w",4,6,1
1461,0,"w",4,6,1
1030,0,"w",4,18,1
694,0,"b",4,5,1
484,0,"w",4,4,1
119,0,"b",3,5,1
2358,0,"b",4,10,1
2754,0,"b",3,4,1
2930,0,"b",4,7,1
433,0,"w",3,13,1
2696,1,"b",4,6,0
46,0,"b",3,7,1
1258,0,"w",4,7,0
4694,0,"w",4,7,1
2208,1,"w",4,11,1
1537,0,"w",4,8,1
1846,1,"w",4,7,1
4529,0,"w",3,3,1
3396,1,"b",0,4,1
1161,0,"b",4,5,1
3825,0,"w",4,8,1
2141,0,"w",4,6,1
416,0,"b",4,13,1
4718,0,"b",3,14,1
4300,0,"w",2,5,1
2518,0,"w",4,8,1
4686,0,"w",4,6,0
2809,0,"b",3,13,1
3404,0,"b",4,9,1
827,0,"b",3,5,1
4373,0,"w",4,11,1
958,0,"b",4,6,1
784,0,"w",3,5,1
2606,0,"b",3,4,1
4020,0,"b",2,5,0
2657,0,"w",4,2,1
1416,0,"b",3,16,1
2594,0,"b",4,7,0
4226,0,"b",4,5,1
4449,0,"b",3,6,1
2468,1,"w",4,8,1
1829,0,"w",3,4,1
1479,0,"b",3,6,1
1771,0,"b",4,5,1
1064,0,"w",3,8,1
386,0,"b",4,20,0
425,0,"w",3,5,0
2971,0,"w",4,23,1
1327,0,"w",4,12,1
4658,0,"b",2,4,1
36,0,"w",3,5,1
3847,0,"b",4,2,1
4635,0,"w",4,6,1
3403,0,"w",4,4,1
638,0,"b",4,4,1
4480,0,"b",3,2,0
2479,0,"w",4,11,1
1974,0,"b",4,6,1
3270,0,"b",4,12,1
2908,0,"b",4,6,0
3491,0,"w",4,6,1
2872,0,"b",4,11,1
3072,0,"w",3,4,1
211,1,"w",4,4,1
1607,0,"b",3,4,1
2295,0,"w",4,8,0
2937,0,"w",4,15,1
3524,0,"b",4,8,0
2801,0,"b",4,5,1
4631,0,"b",4,11,1
2152,0,"b",3,6,1
537,0,"w",4,6,0
3301,1,"b",4,5,1
632,0,"b",4,7,1
4766,0,"b",4,8,1
4840,0,"w",4,2,1
656,0,"w",4,11,1
2351,0,"w",4,8,1
2238,0,"w",4,5,1
4256,0,"b",2,5,0
1149,0,"w",4,18,1
344,0,"w",3,16,1
1229,0,"w",2,6,1
202,1,"w",4,8,1
839,0,"b",4,6,1
1108,0,"b",4,10,1
2188,0,"b",4,2,1
2263,0,"w",4,6,1
4141,0,"b",3,13,1
4670,0,"w",3,6,1
1394,0,"b",4,8,1
217,0,"b",4,3,1
1082,0,"w",3,9,1
4475,1,"w",4,11,1
349,1,"w",4,1,1
2823,0,"b",4,6,1
2702,0,"b",4,6,1
1205,0,"w",3,7,1
1814,0,"b",4,6,1
2293,0,"w",4,8,1
275,0,"b",4,4,0
4512,0,"b",3,6,1
4323,0,"w",3,12,1
978,0,"b",4,4,1
2907,0,"b",3,16,1
1002,0,"w",4,18,1
222,0,"w",4,10,1
3792,0,"w",4,6,1
4162,0,"b",4,8,1
2959,0,"b",4,2,1
3109,0,"w",4,2,1
3380,0,"b",4,7,1
2506,0,"b",4,6,1
4047,0,"b",3,3,1
4758,1,"b",4,5,0
4401,1,"w",4,8,1
280,0,"b",4,6,1
2060,0,"w",3,6,1
4514,0,"w",2,4,0
2346,0,"w",4,18,1
1577,1,"w",4,7,0
1464,0,"b",4,7,1
1063,0,"b",4,8,1
459,0,"b",3,23,1
3285,0,"b",4,13,1
2480,0,"b",3,13,1
1704,0,"w",3,26,1
1948,0,"b",4,19,1
4569,0,"b",4,18,1
1466,0,"w",2,5,1
4800,0,"w",4,7,0
181,0,"b",4,6,1
1557,0,"b",3,5,0
2912,0,"b",3,4,1
1242,0,"w",4,12,1
2516,1,"w",4,7,0
3718,0,"w",4,11,1
350,0,"b",3,3,1
2943,0,"b",4,11,0
3650,0,"w",4,6,0
1231,0,"w",4,7,1
2983,0,"b",4,4,1
3478,0,"w",4,18,1
398,0,"b",3,1,1
406,0,"b",3,4,1
1339,0,"w",4,5,1
2658,0,"b",4,7,0
332,0,"b",2,6,1
2574,0,"w",4,2,1
1668,0,"b",4,7,0
3203,0,"b",4,2,1
480,1,"w",4,4,1
1155,0,"w",4,6,1
4206,0,"b",3,13,1
3133,0,"w",4,26,0
206,0,"b",4,15,1
361,0,"w",4,8,0
428,1,"b",4,9,1
1651,0,"w",3,9,1
3545,0,"w",4,8,0
2609,0,"w",4,9,1
1542,0,"b",4,18,1
866,0,"b",3,4,1
3946,0,"w",3,6,1
4195,0,"w",4,7,1
184,0,"w",4,18,1
