"...1","call","race","education","yearsexp","computerskills"
701,0,"w",4,6,1
1832,0,"w",4,6,0
1942,0,"b",4,15,1
4314,0,"b",3,16,1
1902,0,"w",4,7,0
3585,0,"w",4,26,0
2925,0,"w",3,6,1
2593,0,"b",4,6,1
4397,0,"b",4,9,1
1050,0,"b",4,13,1
2003,0,"b",4,7,0
4017,0,"w",4,14,1
2029,0,"b",3,8,1
2209,0,"w",2,16,1
2871,0,"w",4,10,1
1260,0,"w",4,8,1
3070,0,"b",3,16,1
645,0,"w",4,4,1
1530,0,"w",4,7,0
3296,0,"w",4,5,0
1106,0,"b",4,6,1
1116,0,"b",4,6,1
2175,0,"b",4,8,1
59,0,"w",4,4,1
4219,0,"w",4,7,0
708,0,"b",4,8,0
2626,0,"w",4,9,1
446,0,"w",3,7,1
698,0,"w",4,2,1
4286,1,"b",4,2,1
2373,0,"b",4,11,1
4736,1,"b",4,6,1
4709,0,"b",2,6,1
1131,0,"b",2,9,1
2374,0,"w",4,5,1
372,0,"w",4,7,0
4376,0,"b",3,26,1
3961,0,"b",3,7,1
3830,0,"b",4,6,1
189,0,"b",4,26,0
1337,0,"b",2,11,1
2129,0,"b",4,5,1
2219,0,"b",4,9,1
1318,0,"b",2,4,1
4547,0,"w",3,4,1
2346,0,"w",4,18,1
603,0,"b",4,10,1
171,0,"b",2,6,1
2525,0,"b",4,8,1
4627,0,"w",4,20,0
4748,0,"w",3,5,1
1277,0,"w",4,7,0
2263,0,"w",4,6,1
2490,0,"b",3,7,1
2282,0,"w",4,7,0
1345,0,"b",4,7,1
3474,0,"w",4,6,1
37,0,"b",4,4,1
679,0,"w",4,4,1
173,0,"b",4,14,1
2418,0,"w",4,6,1
4162,0,"b",4,8,1
4423,0,"w",3,7,1
3258,1,"b",4,14,1
1983,0,"b",3,8,1
3551,0,"b",4,8,1
831,0,"w",4,2,1
3031,0,"w",3,4,1
560,0,"b",4,2,1
4476,0,"b",4,11,1
4050,0,"w",4,7,1
2330,0,"w",2,5,1
1766,0,"w",4,6,1
3421,0,"b",1,4,1
3930,0,"b",3,19,1
3264,0,"b",4,8,1
4340,0,"b",4,7,0
1437,0,"b",3,4,1
2269,0,"b",4,8,1
2277,0,"w",4,6,1
1661,0,"w",4,8,1
4580,0,"b",4,5,1
311,0,"w",4,5,1
2791,0,"b",4,12,1
699,0,"w",4,8,1
3260,0,"w",4,26,0
3308,0,"b",4,11,1
4000,0,"b",4,6,1
879,0,"b",3,2,0
4545,0,"b",4,11,1
206,0,"b",4,15,1
156,0,"w",4,7,1
1142,0,"b",4,7,0
1467,0,"b",4,6,1
2882,0,"b",4,23,1
2103,0,"b",2,16,1
1450,0,"w",3,9,1
2527,0,"b",4,8,1
957,0,"w",4,11,1
1223,0,"w",4,7,1
218,0,"b",1,4,1
3709,0,"w",4,5,0
4501,0,"w",4,5,1
1544,0,"b",4,8,1
2437,0,"w",4,26,0
120,0,"w",2,1,0
2335,0,"w",3,9,1
3163,0,"w",4,7,0
4596,0,"w",4,26,0
2754,0,"b",3,4,1
2382,1,"b",4,14,1
3444,0,"w",4,8,1
2801,0,"b",4,5,1
2231,0,"b",4,9,1
1671,0,"w",4,10,1
4482,0,"w",4,4,0
2826,0,"b",3,21,1
2467,0,"b",3,4,1
4377,0,"b",4,2,1
741,0,"w",4,18,0
4101,0,"b",4,7,0
3602,0,"b",4,7,1
4119,0,"w",2,8,0
3454,0,"b",4,8,1
3498,0,"w",4,2,1
1418,0,"w",4,7,0
1294,0,"w",4,5,1
1734,0,"w",3,6,1
4830,1,"w",4,7,0
4689,0,"b",4,5,1
1096,0,"w",4,7,1
2543,0,"w",3,26,1
1233,0,"w",4,2,1
1194,0,"w",3,14,1
2212,0,"w",3,5,0
3679,0,"w",4,5,0
4195,0,"w",4,7,1
2502,0,"b",4,3,1
798,0,"w",4,4,1
4105,0,"b",4,14,1
3462,0,"w",4,10,1
1014,0,"b",4,2,1
2440,0,"b",4,8,1
2695,1,"w",4,6,1
2539,0,"b",3,1,1
4794,0,"b",3,10,0
1061,0,"b",4,9,1
362,0,"w",4,7,0
1854,0,"w",3,3,1
423,0,"w",4,7,0
2114,0,"b",3,9,1
943,0,"w",4,6,0
1475,0,"w",4,7,1
1242,0,"w",4,12,1
1197,0,"b",3,6,1
136,0,"w",2,6,1
3049,0,"w",4,6,1
639,0,"w",4,4,1
1040,0,"w",3,7,1
812,0,"b",2,3,1
4486,0,"b",4,5,1
583,1,"w",4,8,1
3424,0,"b",3,6,1
2748,0,"w",3,2,1
890,0,"b",4,11,1
3653,0,"w",4,5,1
3283,0,"w",2,3,0
4630,0,"w",4,13,1
1537,0,"w",4,8,1
402,0,"b",4,2,1
2706,0,"b",4,6,1
4027,0,"b",4,4,1
168,0,"b",3,7,1
656,0,"w",4,11,1
4518,0,"w",3,5,1
3744,0,"w",3,5,1
1289,0,"w",2,19,0
4587,0,"w",4,7,0
1560,0,"w",2,16,1
944,0,"w",4,5,1
203,0,"w",3,9,1
1202,0,"b",4,5,1
1434,0,"b",3,5,0
3346,0,"b",4,6,1
3017,0,"b",4,8,1
2747,1,"b",4,7,0
2607,0,"w",3,16,1
2190,0,"w",4,8,1
2280,0,"w",4,26,0
1664,0,"b",4,7,0
1161,0,"b",4,5,1
4006,0,"w",4,4,0
1003,0,"b",4,7,0
753,0,"w",3,4,1
1413,0,"b",3,4,1
522,0,"b",4,6,1
1759,0,"w",4,13,1
2601,0,"w",4,9,1
1443,1,"w",4,9,1
4461,0,"b",1,4,1
979,0,"w",3,5,1
495,0,"b",4,5,0
1308,0,"b",3,4,1
2576,0,"w",4,13,1
1000,0,"w",4,8,1
1483,0,"w",4,9,0
3776,0,"b",4,6,0
2983,0,"b",4,4,1
436,0,"b",3,16,1
2684,0,"w",4,7,0
1958,0,"w",3,9,1
1153,0,"w",4,10,1
2091,0,"b",3,4,1
3036,0,"b",3,13,1
215,0,"w",3,7,0
2363,0,"w",4,14,1
338,0,"b",2,4,1
1188,0,"b",4,6,1
3936,0,"b",4,5,0
4616,0,"b",4,8,0
303,0,"b",4,5,1
2732,0,"b",4,7,0
4344,0,"w",4,8,0
694,0,"b",4,5,1
239,0,"w",3,5,1
3466,0,"b",4,2,1
2426,0,"b",4,7,1
224,0,"b",4,10,1
364,0,"w",4,2,1
179,0,"w",4,18,1
2608,0,"b",4,5,1
3682,0,"b",4,12,1
4117,0,"w",3,26,1
3492,1,"w",4,26,0
595,0,"b",4,14,1
572,0,"b",4,6,1
950,0,"b",4,6,1
3095,0,"w",4,20,0
3642,0,"w",3,8,1
4714,0,"w",1,4,1
3564,0,"w",4,2,1
3943,0,"w",2,4,1
1668,0,"b",4,7,0
4857,0,"b",4,6,1
2564,0,"w",4,4,1
3954,1,"b",4,11,1
984,0,"b",2,4,1
1334,1,"b",4,7,1
2947,0,"w",4,10,1
1659,0,"b",4,7,0
4520,0,"b",3,6,1
1465,0,"w",3,5,1
2401,0,"b",3,5,0
2147,0,"b",4,6,1
3543,0,"b",4,7,0
1367,0,"w",4,6,1
2753,0,"w",3,5,0
2236,0,"b",4,26,0
1174,0,"w",3,2,1
1807,0,"w",4,2,1
1555,0,"b",3,13,1
518,0,"b",3,5,1
1401,0,"b",4,26,0
3594,0,"b",4,18,1
2074,0,"w",4,2,1
1563,0,"b",3,4,1
502,0,"w",4,6,1
3866,0,"b",4,8,0
2089,0,"w",3,13,1
4051,0,"w",4,6,0
1484,0,"b",4,8,1
626,0,"b",4,2,1
2499,0,"w",4,5,1
2400,0,"b",3,16,1
2891,0,"b",3,3,0
804,0,"b",4,15,1
3794,0,"w",3,7,0
183,0,"w",4,18,1
929,0,"b",4,5,1
1497,0,"b",4,11,1
56,0,"b",4,7,1
4107,0,"w",4,6,1
4039,0,"b",4,8,1
881,0,"w",4,6,1
1936,1,"w",4,5,1
3561,0,"w",4,26,0
2906,1,"b",4,6,1
4382,0,"b",4,6,1
1642,0,"b",4,2,1
4174,0,"b",4,10,1
4189,0,"w",4,5,1
657,0,"b",4,6,1
4850,0,"b",4,6,1
3326,0,"b",4,6,1
2465,0,"w",3,26,1
3622,0,"b",4,2,1
3535,0,"w",4,18,1
2501,0,"b",2,3,1
1092,0,"b",4,5,1
3061,0,"w",4,8,1
4193,0,"b",4,4,1
4484,0,"w",4,5,1
4044,0,"w",2,5,1
248,1,"w",4,10,1
103,0,"b",4,4,0
1480,0,"w",4,5,1
1466,0,"w",2,5,1
3091,0,"w",4,8,1
2461,0,"b",4,6,1
4603,0,"w",4,14,1
4569,0,"b",4,18,1
4598,0,"b",4,8,1
1681,0,"b",4,8,0
848,0,"b",4,8,1
1241,0,"w",4,21,1
4763,0,"w",4,9,1
177,0,"w",2,8,0
4721,0,"w",4,6,1
4069,0,"b",4,6,1
116,0,"b",4,4,1
2201,0,"w",3,2,1
281,0,"b",4,3,1
2999,0,"b",4,6,1
1769,0,"b",3,9,1
567,0,"w",4,7,0
