"...1","call","race","education","yearsexp","computerskills"
326,0,"w",4,4,1
2538,0,"b",3,4,1
3543,0,"b",4,7,0
1924,0,"b",2,4,1
774,0,"b",3,17,1
2356,0,"b",4,26,0
1387,0,"b",4,6,1
1967,0,"b",3,6,1
1443,1,"w",4,9,1
2182,0,"w",4,8,1
2597,0,"w",4,2,1
553,0,"w",4,8,1
2707,0,"w",4,6,1
1979,0,"w",4,5,1
3830,0,"b",4,6,1
2389,0,"w",4,9,1
4644,0,"w",2,6,1
3010,0,"w",4,8,1
2474,0,"w",3,2,1
644,0,"b",4,7,1
2443,0,"b",4,7,0
4304,0,"w",3,6,1
3412,0,"b",2,4,1
3039,0,"w",4,2,1
1020,0,"b",4,14,1
2939,0,"b",2,5,0
2572,0,"b",4,7,0
1954,0,"b",3,10,1
883,0,"b",4,7,0
1185,0,"w",3,1,1
537,0,"w",4,6,0
334,0,"w",2,6,1
373,0,"w",4,2,1
2276,0,"b",4,6,1
289,0,"w",4,15,1
2697,1,"w",4,7,0
2121,0,"b",4,7,1
2559,0,"w",4,20,1
3549,0,"w",4,2,1
2298,0,"b",4,8,1
4201,0,"b",4,6,1
1577,1,"w",4,7,0
4748,0,"w",3,5,1
2575,0,"b",4,7,0
4657,0,"w",4,5,1
4098,0,"b",4,14,1
3778,0,"b",4,11,1
3099,0,"w",4,6,1
3519,0,"b",4,8,1
2472,0,"b",4,5,1
1618,0,"w",4,21,1
4087,0,"b",4,14,1
2628,1,"b",3,16,1
3416,0,"b",4,2,1
4169,1,"b",4,2,1
4050,0,"w",4,7,1
163,0,"w",4,21,1
2486,0,"b",3,16,1
2901,0,"w",4,3,1
1906,0,"w",4,6,1
4425,0,"w",4,4,1
608,0,"b",3,6,1
976,0,"b",3,16,1
2163,0,"b",4,26,0
250,0,"b",3,10,1
1609,0,"w",3,8,1
2460,0,"w",4,6,1
2406,0,"w",4,4,1
2948,0,"w",4,8,1
2103,0,"b",2,16,1
841,0,"b",4,2,1
2574,0,"w",4,2,1
3258,1,"b",4,14,1
2278,0,"w",4,7,0
3972,0,"w",4,6,0
4315,0,"b",4,4,1
2084,0,"b",4,8,1
3294,0,"b",4,6,0
4731,0,"b",4,7,1
4474,0,"b",4,2,1
680,0,"b",4,12,1
1570,0,"w",3,4,1
4176,0,"w",2,6,1
2962,0,"b",4,18,1
1183,0,"b",3,7,1
4522,0,"w",4,12,1
1367,0,"w",4,6,1
4634,0,"w",4,9,1
1615,0,"w",4,7,1
1626,0,"b",4,11,1
4680,0,"w",4,21,1
193,0,"w",4,8,1
1048,0,"b",4,8,1
3016,0,"w",4,8,0
220,0,"w",2,7,0
1351,0,"w",4,6,1
1556,0,"w",3,1,1
3568,0,"w",4,8,1
174,0,"w",4,8,1
3657,0,"w",4,6,0
2955,0,"b",4,8,1
3179,1,"b",4,18,1
1309,1,"w",4,6,1
816,0,"b",4,4,1
3171,0,"w",1,10,0
1827,0,"w",3,8,1
1925,0,"w",3,6,1
4412,1,"w",4,4,1
3465,0,"b",4,6,1
525,0,"w",4,7,1
731,0,"b",3,26,1
2131,0,"w",4,4,1
364,0,"w",4,2,1
1867,0,"b",0,4,1
849,0,"b",4,8,1
4354,0,"w",4,8,1
3756,0,"w",4,22,1
3659,0,"w",4,2,1
3482,0,"w",4,6,1
4026,0,"w",4,5,1
739,0,"w",4,10,1
4678,1,"b",4,7,1
3349,1,"w",4,6,1
2589,0,"w",4,6,1
2129,0,"b",4,5,1
4682,0,"w",3,9,1
698,0,"w",4,2,1
4181,0,"w",3,10,1
4407,0,"w",4,7,1
4253,0,"w",4,5,0
4366,0,"w",4,18,1
4620,0,"w",4,14,1
2755,0,"w",4,14,1
2700,0,"b",4,3,1
3546,0,"w",4,18,1
993,0,"w",3,4,1
3333,0,"w",3,5,1
2400,0,"b",3,16,1
2236,0,"b",4,26,0
2128,0,"b",2,10,0
4607,0,"w",4,14,1
3544,0,"w",4,6,1
1260,0,"w",4,8,1
3948,0,"b",3,5,1
2008,0,"b",3,7,1
3710,0,"b",0,4,1
2397,0,"w",4,7,1
4174,0,"b",4,10,1
2392,0,"b",4,11,1
2277,0,"w",4,6,1
671,0,"w",3,2,1
2674,0,"b",4,5,1
4152,0,"b",4,11,1
3435,0,"b",4,11,1
361,0,"w",4,8,0
31,0,"w",2,6,1
4409,1,"b",4,8,1
363,0,"w",4,8,1
1273,0,"w",4,5,1
1364,0,"w",4,6,1
2306,0,"w",4,13,1
4823,0,"w",4,9,1
292,0,"w",4,4,1
2242,0,"w",4,7,1
254,0,"b",4,13,1
2690,0,"b",4,11,1
820,0,"b",3,16,1
1268,0,"w",4,7,0
3793,0,"b",3,5,1
446,0,"w",3,7,1
3380,0,"b",4,7,1
1933,0,"b",3,12,1
4649,0,"b",1,4,1
1912,1,"w",1,10,0
1566,1,"w",3,13,1
2010,1,"b",4,13,1
70,0,"w",4,5,1
3005,0,"b",4,6,1
1803,0,"w",4,5,0
1059,0,"w",4,13,1
469,0,"w",3,9,1
3880,0,"b",4,14,1
1464,0,"b",4,7,1
981,0,"w",4,6,1
4202,0,"b",4,6,0
3428,0,"w",3,9,1
1467,0,"b",4,6,1
4746,0,"w",4,6,1
43,0,"w",4,7,1
527,0,"w",3,8,1
1365,0,"b",4,6,1
73,0,"b",3,6,1
429,0,"w",4,2,1
331,0,"w",2,4,0
2092,0,"b",4,11,1
4150,0,"w",4,8,1
1389,0,"b",4,8,0
1929,0,"b",4,8,1
1978,1,"b",4,6,1
1863,0,"b",2,6,1
311,0,"w",4,5,1
2678,0,"b",4,11,1
4148,0,"b",4,8,0
1220,0,"w",4,5,1
911,1,"w",4,12,1
569,0,"b",4,6,1
1529,1,"b",4,2,1
2095,0,"w",3,26,1
2776,0,"b",4,4,1
650,0,"w",4,11,1
3921,0,"b",0,5,1
106,1,"w",4,6,0
2046,0,"b",4,14,1
4419,0,"w",4,15,1
2553,0,"w",4,6,1
4600,0,"w",4,8,0
4040,0,"b",3,8,1
215,0,"w",3,7,0
2886,0,"w",3,7,1
4159,0,"b",4,6,1
4559,1,"w",4,5,1
647,0,"b",4,4,1
4717,0,"b",4,11,1
115,0,"w",3,4,1
2304,1,"b",4,13,1
1106,0,"b",4,6,1
1287,0,"w",2,19,0
1026,0,"w",4,7,0
1521,0,"w",4,2,1
700,0,"w",4,2,1
420,0,"b",3,7,1
3979,0,"w",4,8,1
3728,0,"w",4,5,1
3650,0,"w",4,6,0
2527,0,"b",4,8,1
4556,0,"b",3,10,0
3579,0,"b",4,6,1
3364,0,"b",4,3,1
1337,0,"b",2,11,1
1793,0,"w",4,5,1
1601,0,"b",4,5,1
3219,0,"w",4,2,1
2296,0,"w",4,10,1
4157,0,"w",4,8,1
1716,1,"w",3,13,1
4787,0,"b",4,13,1
2655,0,"w",4,7,0
664,0,"b",4,8,1
2740,0,"b",3,4,1
33,0,"w",3,9,1
2661,0,"b",3,16,1
2896,1,"b",4,11,1
783,0,"b",4,3,1
3666,0,"b",4,11,1
2269,0,"b",4,8,1
4484,0,"w",4,5,1
2999,0,"b",4,6,1
30,0,"b",4,2,1
1176,0,"w",4,8,1
1559,1,"b",4,13,1
1239,0,"w",4,6,1
3649,0,"b",4,6,0
499,0,"b",4,5,1
1380,0,"w",4,8,1
4598,0,"b",4,8,1
2248,0,"w",3,6,1
1927,0,"b",4,6,1
1153,0,"w",4,10,1
3854,0,"b",4,8,0
548,0,"w",4,2,1
2641,0,"b",4,6,1
3299,0,"w",3,6,1
2480,0,"b",3,13,1
3368,0,"w",4,7,1
2801,0,"b",4,5,1
3841,0,"w",4,7,0
1545,0,"w",3,13,1
1535,0,"b",4,8,1
2623,0,"b",3,1,1
3238,0,"b",4,26,0
2148,0,"b",4,6,1
795,0,"b",4,5,1
1123,0,"w",2,3,1
4234,0,"b",3,6,1
1265,0,"b",4,2,1
2797,0,"w",3,6,1
1384,0,"w",4,18,1
2987,0,"w",4,6,1
2917,0,"w",3,8,1
2,0,"w",3,6,1
1598,0,"b",4,19,1
3698,0,"w",4,12,1
3111,0,"b",4,8,1
1503,0,"w",4,14,1
1399,0,"w",4,2,1
462,0,"w",4,4,1
3095,0,"w",4,20,0
1930,0,"w",3,8,1
84,0,"b",4,3,1
615,0,"b",4,7,1
1728,0,"b",3,6,1
996,0,"b",3,5,1
4088,0,"w",4,26,0
2994,0,"w",4,11,1
2512,0,"b",4,10,1
1989,0,"w",4,8,0
167,0,"b",4,10,0
1040,0,"w",3,7,1
4561,0,"b",4,9,1
2681,0,"b",4,13,1
2516,1,"w",4,7,0
400,0,"w",4,6,1
777,0,"w",0,4,1
1723,0,"w",4,3,1
