"...1","call","race","education","yearsexp","computerskills"
3892,0,"b",4,8,1
1756,0,"w",4,5,0
4735,0,"w",2,7,0
62,0,"w",3,5,1
2660,0,"w",2,19,0
2994,0,"w",4,11,1
1189,0,"b",4,6,1
4572,0,"b",4,8,0
704,0,"w",2,8,0
1955,0,"b",2,13,1
1917,0,"w",4,6,1
628,0,"b",3,5,1
1308,0,"b",3,4,1
1767,0,"b",4,5,1
3647,1,"b",3,3,1
836,0,"w",4,8,1
1846,1,"w",4,7,1
698,0,"w",4,2,1
696,0,"w",4,7,0
4496,0,"w",4,4,1
4715,0,"w",3,4,1
4599,0,"b",4,8,1
2820,0,"b",4,21,1
1110,0,"w",4,4,1
4198,0,"w",4,2,1
4526,0,"b",4,6,1
4422,0,"b",4,7,1
2905,0,"w",3,6,1
4838,0,"b",4,7,0
4229,0,"w",4,4,1
812,0,"b",2,3,1
3890,0,"b",4,6,1
1797,0,"w",2,4,0
4316,0,"w",3,3,1
2323,0,"b",3,4,1
3837,0,"b",4,26,0
1475,0,"w",4,7,1
4057,0,"b",3,3,1
313,0,"b",4,5,1
4664,0,"w",4,3,0
341,0,"w",3,4,1
2394,0,"b",3,13,1
3921,0,"b",0,5,1
923,0,"w",4,13,1
3515,0,"b",4,7,0
26,0,"b",4,6,1
3693,1,"w",4,8,1
1374,0,"b",3,11,1
1595,0,"b",3,9,1
220,0,"w",2,7,0
2666,0,"w",3,2,1
3073,0,"b",4,14,1
2829,0,"b",0,4,1
478,1,"w",3,5,1
436,0,"b",3,16,1
159,0,"b",4,7,1
3580,1,"w",4,8,1
4297,1,"w",4,10,1
4683,0,"b",4,7,1
480,1,"w",4,4,1
3885,0,"w",4,2,1
1190,0,"w",4,4,1
1117,0,"w",4,11,1
577,1,"b",3,26,1
3256,0,"w",4,2,1
1102,0,"b",4,6,1
4268,0,"b",4,7,1
947,0,"w",4,5,1
1637,0,"w",4,3,1
1406,0,"b",4,18,1
104,0,"w",4,4,0
1891,1,"b",4,7,1
3676,0,"b",4,4,1
1817,0,"b",0,4,1
3905,0,"b",4,8,0
1786,0,"w",3,8,1
4423,0,"w",3,7,1
3789,0,"w",3,3,1
4242,1,"b",4,2,1
1291,0,"b",4,5,1
3009,1,"b",4,8,1
2644,0,"w",4,6,1
3321,0,"b",4,5,1
4333,1,"w",4,20,1
2962,0,"b",4,18,1
2909,0,"w",4,5,1
4686,0,"w",4,6,0
222,0,"w",4,10,1
1210,0,"b",4,21,1
2883,1,"b",0,4,1
3612,0,"b",4,6,1
4470,0,"b",4,5,1
2289,0,"b",4,6,1
446,0,"w",3,7,1
823,0,"b",3,6,1
1090,0,"w",3,5,1
1108,0,"b",4,10,1
1551,0,"w",3,13,1
2324,0,"w",4,5,1
1067,0,"w",4,25,1
3596,0,"b",4,7,0
2058,0,"b",4,9,1
37,0,"b",4,4,1
473,1,"w",4,21,1
4656,0,"b",4,4,1
4290,0,"w",4,4,1
3714,0,"b",3,16,1
4595,0,"w",4,14,1
1762,0,"b",4,11,1
3650,0,"w",4,6,0
1486,0,"b",4,8,0
4657,0,"w",4,5,1
4577,0,"b",4,6,1
3132,0,"w",4,14,1
3036,0,"b",3,13,1
2134,0,"w",4,4,1
123,0,"w",4,5,0
3938,0,"b",3,12,1
894,0,"w",4,11,1
216,0,"w",4,3,1
57,0,"w",4,21,1
4153,0,"w",3,13,1
1690,0,"b",4,7,0
4638,0,"w",4,4,1
369,0,"b",4,6,1
3641,0,"w",3,4,1
2619,0,"b",3,13,1
3614,0,"b",4,8,1
4264,0,"b",4,6,1
2112,0,"b",4,14,1
1028,0,"w",4,26,0
144,0,"w",4,4,0
3054,0,"w",4,8,1
429,0,"w",4,2,1
1381,0,"w",4,8,1
2399,0,"w",3,4,1
190,0,"b",4,8,1
4065,0,"w",4,4,1
3223,0,"w",4,8,0
44,0,"w",4,6,1
1634,0,"b",4,6,0
4829,0,"b",4,6,1
4178,0,"b",3,6,1
4469,0,"w",4,5,1
3984,0,"b",4,4,1
2180,0,"w",4,8,1
2159,0,"w",4,26,0
1879,0,"b",3,5,1
2827,0,"w",4,5,1
411,0,"w",3,26,1
3397,1,"w",4,4,0
3025,0,"w",4,13,1
2453,0,"b",4,7,0
286,0,"b",4,6,0
304,0,"b",4,4,1
3672,0,"w",4,5,1
1043,0,"w",2,16,1
1354,0,"b",3,4,1
365,0,"b",4,6,1
4647,0,"w",4,3,1
3697,1,"b",4,9,1
1732,0,"b",3,12,1
594,0,"b",3,4,1
4020,0,"b",2,5,0
1506,0,"b",4,14,1
4123,0,"b",4,8,1
1482,0,"b",3,7,1
2449,0,"b",4,18,1
4781,0,"b",4,6,1
975,0,"w",3,5,1
1999,0,"w",4,7,0
3986,0,"b",4,5,1
4035,0,"w",4,5,0
2471,0,"w",3,4,1
4164,0,"b",4,6,1
4515,0,"w",4,3,1
1120,0,"w",4,14,1
3769,0,"b",4,9,1
4088,0,"w",4,26,0
1899,0,"b",4,2,1
746,0,"b",3,4,1
2075,0,"b",4,6,1
876,0,"b",3,5,0
1284,1,"w",3,4,1
2401,0,"b",3,5,0
3364,0,"b",4,3,1
4642,0,"w",3,5,1
4340,0,"b",4,7,0
4131,0,"w",3,2,0
3935,0,"b",4,12,1
3211,0,"w",4,2,1
1910,0,"b",4,7,0
2712,0,"w",4,6,1
2367,0,"b",4,18,1
865,0,"w",4,9,1
1230,0,"b",4,6,1
4139,0,"w",2,16,1
4107,0,"w",4,6,1
1671,0,"w",4,10,1
3279,0,"w",2,5,0
3844,0,"b",4,6,1
264,0,"b",4,5,1
3112,0,"w",4,8,1
187,0,"b",4,8,1
418,0,"w",3,5,0
528,0,"w",4,5,1
3401,0,"w",3,3,0
4769,0,"b",4,2,1
4314,0,"b",3,16,1
4015,0,"w",4,6,1
3024,0,"b",3,13,1
4215,0,"w",4,6,1
1636,0,"b",4,6,1
3519,0,"b",4,8,1
1571,0,"b",3,26,1
1554,0,"b",4,14,1
958,0,"b",4,6,1
4039,0,"b",4,8,1
1615,0,"w",4,7,1
2896,1,"b",4,11,1
3600,1,"w",4,8,1
3642,0,"w",3,8,1
3840,0,"w",4,8,1
4443,0,"w",3,8,1
326,0,"w",4,4,1
3488,0,"b",4,6,1
621,0,"b",4,5,1
718,0,"b",4,8,0
893,0,"b",3,7,1
2461,0,"b",4,6,1
1446,0,"b",4,8,1
1820,0,"w",4,7,1
4228,0,"b",4,5,1
4309,0,"w",4,6,0
4676,0,"b",4,8,1
4523,0,"w",3,6,0
1863,0,"b",2,6,1
246,0,"w",4,7,1
721,0,"w",4,6,1
3277,1,"b",4,7,0
3019,0,"w",3,13,1
4867,0,"b",4,6,1
3872,0,"b",4,14,1
968,0,"b",4,6,1
1754,0,"b",0,5,1
248,1,"w",4,10,1
1866,0,"w",2,4,0
2910,0,"w",4,4,1
2679,0,"w",3,1,1
4166,0,"b",4,2,1
3252,0,"b",4,8,1
3108,0,"w",4,8,1
3604,0,"b",4,8,1
3778,0,"b",4,11,1
3794,0,"w",3,7,0
2705,0,"b",4,14,1
582,0,"b",4,2,1
3511,0,"w",4,26,0
2384,1,"w",3,4,1
292,0,"w",4,4,1
2331,0,"b",3,8,1
1728,0,"b",3,6,1
173,0,"b",4,14,1
3137,0,"w",4,2,1
3249,1,"w",4,26,0
3284,0,"b",4,12,1
3064,0,"b",3,4,1
4158,0,"b",4,6,1
4609,0,"b",4,26,0
4706,1,"b",4,5,1
4531,0,"b",4,6,1
585,0,"b",1,10,0
979,0,"w",3,5,1
3427,0,"b",4,15,1
3312,0,"w",3,6,1
2988,0,"w",4,11,1
1021,0,"w",4,8,1
1883,0,"b",4,4,1
933,0,"w",4,25,1
2060,0,"w",3,6,1
657,0,"b",4,6,1
1335,0,"w",4,13,1
4732,0,"w",4,15,1
668,0,"b",3,21,1
4037,0,"w",3,16,1
2204,1,"w",2,16,1
17,0,"w",4,5,0
1351,0,"w",4,6,1
2185,0,"b",4,6,1
2739,1,"b",3,26,1
735,1,"w",3,2,0
1365,0,"b",4,6,1
2987,0,"w",4,6,1
1923,0,"w",3,4,1
4783,1,"w",3,18,1
2926,0,"b",3,21,1
4078,0,"b",4,8,1
1743,0,"b",3,7,1
3275,1,"w",4,5,0
1749,0,"w",2,10,1
191,0,"b",4,14,1
2465,0,"w",3,26,1
204,0,"b",3,9,1
2842,0,"b",4,4,1
4031,0,"w",2,3,1
4853,0,"w",3,13,1
1805,0,"b",4,44,1
2853,0,"w",4,2,1
905,0,"w",4,12,1
4188,0,"b",3,4,1
1472,0,"w",4,15,1
3841,0,"w",4,7,0
4097,0,"b",4,26,0
1769,0,"b",3,9,1
498,0,"b",4,8,1
4287,1,"w",4,6,0
2653,0,"b",4,6,1
3602,0,"b",4,7,1
59,0,"w",4,4,1
28,0,"w",3,6,1
299,0,"b",4,8,1
4010,0,"w",4,5,1
2290,0,"b",4,2,1
3106,0,"w",4,8,0
3326,0,"b",4,6,1
3405,0,"w",4,7,1
