"...1","call","race","education","yearsexp","computerskills"
1017,0,"w",4,8,1
209,0,"b",3,3,1
483,0,"b",3,9,1
4777,0,"w",3,8,1
1605,0,"w",3,6,1
667,0,"w",4,6,1
1631,0,"w",4,7,1
4748,0,"w",3,5,1
2304,1,"b",4,13,1
973,0,"w",3,6,1
4833,0,"b",3,5,0
4132,0,"b",3,13,1
1059,0,"w",4,13,1
668,0,"b",3,21,1
4149,0,"b",4,10,1
4683,0,"b",4,7,1
2311,0,"b",4,14,1
812,0,"b",2,3,1
3819,0,"b",4,2,1
1647,0,"b",2,3,1
325,0,"w",4,7,1
3221,0,"b",4,8,1
4158,0,"b",4,6,1
342,0,"b",2,6,1
4204,0,"w",4,13,1
4331,0,"b",4,21,1
3358,0,"w",4,4,0
1976,0,"b",4,6,1
2388,0,"w",4,11,1
1777,0,"b",4,5,0
1229,0,"w",2,6,1
3065,0,"b",4,9,1
891,0,"b",2,9,1
742,0,"b",4,26,0
2464,0,"b",2,16,1
3631,1,"w",4,4,1
3371,1,"w",2,4,0
4025,0,"w",4,5,1
2001,0,"b",4,2,1
3747,0,"w",3,5,1
2672,0,"b",3,4,1
3356,0,"b",1,4,1
4728,0,"w",4,2,1
484,0,"w",4,4,1
1662,0,"w",4,6,1
1091,0,"w",3,3,1
1437,0,"b",3,4,1
304,0,"b",4,4,1
120,0,"w",2,1,0
3522,0,"w",4,6,1
2415,0,"b",2,4,1
2626,0,"w",4,9,1
4042,0,"w",3,3,1
10,0,"b",4,6,0
1785,0,"b",4,7,1
1490,0,"w",4,4,1
2527,0,"b",4,8,1
4082,0,"w",4,4,1
863,0,"b",3,7,1
3691,0,"w",4,5,0
2576,0,"w",4,13,1
454,0,"w",3,7,1
3585,0,"w",4,26,0
1071,0,"b",4,4,1
4127,1,"w",4,10,1
2457,0,"w",4,2,1
874,0,"b",4,9,1
3985,0,"w",2,19,1
1739,0,"w",4,11,1
3077,0,"b",4,14,1
4558,0,"b",3,4,1
2240,0,"b",4,7,1
726,0,"b",4,7,0
347,0,"w",2,1,0
504,0,"b",4,6,1
3338,0,"b",4,7,1
1096,0,"w",4,7,1
2046,0,"b",4,14,1
2933,0,"b",2,2,0
327,0,"b",4,11,1
4018,0,"b",4,6,1
4496,0,"w",4,4,1
3068,0,"w",3,1,1
4456,0,"w",3,21,1
753,0,"w",3,4,1
4852,0,"w",2,19,0
3873,0,"b",4,2,1
1895,0,"b",4,8,1
3203,0,"b",4,2,1
4279,0,"w",2,2,1
4598,0,"b",4,8,1
535,0,"b",3,3,1
1241,0,"w",4,21,1
1195,0,"w",3,7,1
2056,0,"b",3,3,1
1337,0,"b",2,11,1
1774,0,"w",4,6,1
805,0,"b",4,10,1
60,0,"b",4,5,1
797,0,"w",4,3,1
1746,0,"b",4,6,0
2105,0,"b",4,7,0
15,0,"b",4,5,0
3087,0,"b",3,4,1
1616,0,"b",3,7,1
4768,0,"w",2,6,0
979,0,"w",3,5,1
3905,0,"b",4,8,0
2208,1,"w",4,11,1
3340,0,"b",4,12,1
3642,0,"w",3,8,1
3420,0,"b",3,4,1
4031,0,"w",2,3,1
3655,0,"b",3,6,1
1487,0,"w",4,8,1
4098,0,"b",4,14,1
2857,0,"b",4,5,0
4794,0,"b",3,10,0
2268,0,"w",4,6,1
3629,1,"w",4,7,1
336,0,"b",3,6,1
3732,0,"w",4,7,1
682,0,"b",4,7,1
1342,0,"b",3,6,1
3242,0,"b",4,2,1
4171,0,"w",4,20,0
4779,0,"w",4,2,1
1262,0,"w",4,8,1
2318,1,"b",3,7,1
4492,0,"b",4,7,1
1344,0,"b",3,9,1
4229,0,"w",4,4,1
3417,0,"b",3,6,1
1707,0,"w",3,4,1
1567,1,"w",4,13,1
666,0,"b",4,3,1
1779,0,"b",0,4,1
4813,0,"b",4,8,1
4809,0,"b",4,7,0
2307,0,"b",4,9,1
738,0,"b",2,19,0
1738,1,"w",4,11,1
655,0,"w",4,6,1
3746,0,"b",4,9,1
1480,0,"w",4,5,1
4278,0,"b",4,3,1
3659,0,"w",4,2,1
3811,1,"w",4,8,1
2514,0,"w",4,8,1
2357,0,"b",4,7,0
528,0,"w",4,5,1
587,0,"w",4,10,1
3400,0,"w",4,5,1
3414,0,"w",2,6,1
2747,1,"b",4,7,0
1032,0,"b",4,2,1
2386,0,"b",4,9,1
4715,0,"w",3,4,1
3274,0,"b",3,4,1
1836,0,"b",2,5,1
229,0,"w",3,4,1
3370,0,"b",4,5,1
806,0,"w",4,11,1
52,0,"w",4,6,1
1685,0,"b",2,19,0
3386,1,"b",0,4,1
3940,0,"w",3,9,1
1520,1,"w",4,21,1
900,0,"w",4,13,1
3473,0,"b",4,2,1
4129,1,"b",4,8,0
3562,0,"b",4,8,1
2840,0,"b",4,7,1
2316,0,"b",2,19,0
4340,0,"b",4,7,0
3389,0,"b",3,2,1
542,0,"b",3,6,1
2919,0,"w",4,8,1
2863,0,"w",4,6,1
381,0,"b",4,5,1
152,0,"b",4,9,1
4167,0,"w",4,8,1
1992,0,"w",4,7,0
1902,0,"w",4,7,0
4119,0,"w",2,8,0
3570,0,"w",4,6,1
3212,0,"b",4,7,0
1857,0,"b",4,5,0
903,0,"w",3,14,1
3476,0,"b",4,2,1
3554,0,"w",4,2,1
2742,0,"w",3,4,1
4557,0,"b",4,15,1
440,0,"b",4,6,1
2042,0,"w",4,2,1
693,0,"w",3,5,1
518,0,"b",3,5,1
179,0,"w",4,18,1
2265,0,"w",4,6,1
796,0,"w",4,9,1
1598,0,"b",4,19,1
906,0,"b",4,15,1
1601,0,"b",4,5,1
4067,1,"w",4,7,1
987,0,"b",4,7,1
1285,0,"w",4,7,0
2623,0,"b",3,1,1
788,0,"b",4,9,0
1975,0,"w",4,14,1
754,0,"w",4,4,1
220,0,"w",2,7,0
3641,0,"w",3,4,1
2815,0,"b",2,10,1
2377,0,"w",4,14,1
4359,0,"w",4,6,1
3327,0,"b",3,7,1
4005,0,"b",4,8,1
4223,0,"b",3,9,1
1450,0,"w",3,9,1
3456,0,"w",4,14,1
1629,0,"w",4,6,1
3869,0,"w",4,18,1
3713,0,"w",3,26,1
261,0,"w",3,6,1
378,0,"b",4,8,1
3387,0,"w",3,5,1
2407,0,"b",4,6,1
3482,0,"w",4,6,1
3619,0,"b",4,6,1
1125,0,"b",4,5,1
35,0,"w",2,4,0
2182,0,"w",4,8,1
561,0,"b",4,7,0
1235,0,"b",4,7,1
2282,0,"w",4,7,0
980,0,"b",4,5,1
124,0,"w",4,8,1
868,0,"b",2,16,1
4624,0,"b",4,7,0
1347,0,"w",4,11,1
4059,0,"b",4,4,1
2325,1,"w",2,8,0
38,0,"b",4,3,0
4579,0,"w",4,26,0
4763,0,"w",4,9,1
2315,0,"w",3,5,0
1764,0,"w",4,5,0
4786,0,"w",4,15,1
2336,0,"b",4,4,1
3042,0,"b",4,6,1
1013,0,"w",4,7,0
2624,0,"w",3,13,1
42,0,"b",4,5,0
3253,0,"w",4,6,1
4434,0,"w",3,15,1
4590,0,"b",4,8,1
2541,1,"w",3,16,1
3428,0,"w",3,9,1
1797,0,"w",2,4,0
1024,0,"b",4,6,1
2203,0,"b",3,4,1
1558,0,"w",3,2,0
3688,0,"b",3,5,1
4541,0,"w",3,3,0
1469,0,"w",3,16,1
618,0,"b",2,13,1
3539,0,"b",4,18,1
583,1,"w",4,8,1
1943,0,"w",4,13,1
836,0,"w",4,8,1
2713,0,"w",4,8,1
1278,0,"b",4,5,1
1019,0,"b",4,7,0
4316,0,"w",3,3,1
1839,0,"b",3,6,1
3763,0,"w",3,3,1
4765,0,"w",4,5,1
3106,0,"w",4,8,0
2356,0,"b",4,26,0
3399,0,"b",4,4,1
3916,0,"b",4,12,1
1280,0,"b",3,4,1
3002,0,"w",4,2,1
418,0,"w",3,5,0
108,1,"b",4,6,0
2909,0,"w",4,5,1
857,0,"b",4,7,0
2780,0,"b",4,11,1
541,0,"b",3,12,1
3083,0,"w",3,4,1
4752,0,"b",4,7,1
3622,0,"b",4,2,1
3731,0,"w",2,6,0
1089,0,"b",4,5,1
3884,0,"b",4,6,1
3870,0,"w",4,8,1
3558,0,"b",4,26,0
4049,0,"w",4,11,1
1730,0,"w",3,3,1
2322,0,"w",3,13,1
3053,0,"w",4,18,1
4092,0,"w",4,6,1
3912,0,"b",4,6,0
3266,0,"w",3,8,1
4287,1,"w",4,6,0
2949,0,"w",4,14,1
2074,0,"w",4,2,1
3854,0,"b",4,8,0
2804,0,"b",3,9,1
2603,0,"b",3,26,1
3051,0,"b",4,7,0
4295,1,"w",4,15,1
967,0,"w",4,4,1
3029,0,"b",4,13,1
4135,0,"w",4,6,1
1128,0,"w",4,6,1
2598,0,"w",4,2,1
2294,0,"w",4,14,1
3437,0,"b",4,10,1
1760,0,"b",4,11,1
4443,0,"w",3,8,1
197,0,"b",4,26,0
76,0,"b",4,4,1
96,1,"w",2,4,0
2190,0,"w",4,8,1
2038,0,"b",3,17,1
1658,0,"w",4,8,1
1432,0,"w",2,16,1
1078,0,"w",3,12,1
3868,0,"w",4,26,0
3125,0,"w",4,5,1
311,0,"w",4,5,1
2289,0,"b",4,6,1
3981,0,"w",0,5,1
4024,0,"b",3,15,1
3699,0,"w",3,4,1
4259,0,"w",2,4,0
4521,0,"b",4,7,1
2707,0,"w",4,6,1
1548,1,"w",3,26,1
4668,0,"b",4,6,0
4078,0,"b",4,8,1
3246,0,"w",4,8,1
2433,0,"w",4,8,1
3056,0,"b",4,26,0
1611,0,"b",2,9,1
3697,1,"b",4,9,1
4084,0,"b",2,3,1
3660,0,"b",4,6,1
525,0,"w",4,7,1
2422,0,"w",4,4,1
420,0,"b",3,7,1
215,0,"w",3,7,0
3710,0,"b",0,4,1
2662,0,"w",3,4,1
3777,0,"w",4,4,1
4577,0,"b",4,6,1
2752,0,"w",4,9,1
1692,0,"w",4,11,1
1000,0,"w",4,8,1
305,0,"b",3,6,1
4608,0,"b",4,18,1
3909,0,"b",4,10,1
2755,0,"w",4,14,1
1137,0,"w",4,2,1
905,0,"w",4,12,1
4502,0,"w",4,2,1
1062,0,"w",4,10,1
3723,0,"b",4,5,0
2945,0,"w",2,6,1
1543,0,"b",4,7,0
2690,0,"b",4,11,1
441,0,"w",1,10,0
1261,0,"b",4,20,0
4047,0,"b",3,3,1
4653,0,"w",4,4,1
2556,0,"b",4,2,1
3676,0,"b",4,4,1
2345,0,"w",4,6,1
3931,0,"w",3,7,1
3693,1,"w",4,8,1
1191,0,"b",3,11,1
3090,0,"w",4,9,1
4186,0,"w",3,4,1
2599,0,"b",4,6,1
2767,0,"w",4,7,1
3362,0,"w",2,6,0
777,0,"w",0,4,1
1273,0,"w",4,5,1
4711,0,"b",3,6,1
2930,0,"b",4,7,1
1921,0,"w",3,8,1
3932,0,"b",4,3,1
6,0,"w",4,6,0
3837,0,"b",4,26,0
1659,0,"b",4,7,0
3760,0,"b",2,4,0
4553,0,"w",4,12,0
635,0,"b",4,8,1
2295,0,"w",4,8,0
