"...1","call","race","education","yearsexp","computerskills"
2263,0,"w",4,6,1
3740,0,"b",2,2,1
879,0,"b",3,2,0
4160,0,"w",4,2,1
584,0,"w",4,7,0
1539,0,"w",4,2,1
3659,0,"w",4,2,1
799,0,"b",4,5,1
2446,0,"b",4,8,1
4828,0,"b",4,8,1
1498,1,"w",4,3,1
1293,0,"b",4,14,1
869,0,"w",3,1,1
137,0,"b",4,5,1
3286,0,"b",3,4,1
1786,0,"w",3,8,1
430,0,"b",4,8,1
481,0,"w",4,4,1
2307,0,"b",4,9,1
3158,0,"b",4,3,1
2705,0,"b",4,14,1
154,0,"b",2,6,1
44,0,"w",4,6,1
3480,0,"b",4,13,0
3280,1,"b",2,7,0
2376,1,"b",4,13,1
2279,0,"w",4,8,1
4782,0,"b",4,2,0
3161,0,"b",2,8,0
2800,0,"b",3,5,1
2060,0,"w",3,6,1
62,0,"w",3,5,1
4840,0,"w",4,2,1
4539,0,"b",4,4,1
3759,0,"w",3,16,1
1492,0,"w",4,5,1
3179,1,"b",4,18,1
1452,0,"b",4,8,1
2483,0,"w",3,4,1
3583,0,"w",4,6,1
1773,0,"w",4,5,0
389,1,"w",4,20,0
2602,0,"w",4,7,1
1033,0,"b",4,2,1
4737,1,"w",4,5,1
1373,0,"w",3,12,1
3060,0,"b",4,18,1
3813,0,"w",4,2,1
1077,0,"b",4,11,1
2121,0,"b",4,7,1
2917,0,"w",3,8,1
7,0,"w",4,5,1
2757,0,"w",4,10,1
790,0,"b",4,5,1
1868,0,"w",4,4,0
1797,0,"w",2,4,0
4062,0,"w",4,7,1
2332,0,"w",3,9,1
1934,0,"b",2,13,1
494,0,"w",4,9,1
3435,0,"b",4,11,1
3506,0,"w",4,8,1
2491,1,"w",4,6,1
1291,0,"b",4,5,1
2490,0,"b",3,7,1
3856,0,"b",4,7,0
2162,0,"b",4,2,1
4218,0,"b",1,4,1
1252,0,"w",4,7,0
3386,1,"b",0,4,1
913,0,"w",4,11,1
4165,0,"w",4,7,0
1496,0,"b",4,2,1
3405,0,"w",4,7,1
3064,0,"b",3,4,1
2269,0,"b",4,8,1
4701,0,"b",2,6,1
1211,0,"w",2,19,1
4669,0,"b",4,7,1
540,0,"b",3,5,1
2781,0,"w",1,4,1
3173,1,"w",4,8,0
1039,0,"w",3,16,1
1588,0,"b",2,6,1
4404,1,"b",4,18,1
2875,0,"w",2,4,1
3516,0,"b",4,10,1
1684,0,"w",4,5,1
3688,0,"b",3,5,1
3525,0,"w",4,8,0
4166,0,"b",4,2,1
870,0,"b",4,9,1
2137,0,"b",4,7,1
3744,0,"w",3,5,1
217,0,"b",4,3,1
814,0,"w",3,3,1
2386,0,"b",4,9,1
4811,0,"w",4,2,1
413,0,"b",4,5,1
2348,0,"b",4,14,1
1985,0,"b",4,2,1
4345,0,"b",4,14,1
4816,0,"b",4,8,1
4137,0,"b",4,7,0
4330,0,"w",4,5,1
317,0,"w",4,6,1
2711,0,"w",4,8,1
4624,0,"b",4,7,0
566,0,"w",4,7,0
1776,0,"b",3,18,1
2963,0,"b",4,18,1
820,0,"b",3,16,1
443,1,"w",4,6,1
679,0,"w",4,4,1
3130,0,"b",4,11,1
3308,0,"b",4,11,1
4309,0,"w",4,6,0
3549,0,"w",4,2,1
595,0,"b",4,14,1
1020,0,"b",4,14,1
3968,0,"b",4,8,1
2314,0,"w",4,13,1
1808,0,"b",2,6,0
1474,0,"b",3,6,1
3294,0,"b",4,6,0
1591,0,"w",4,3,1
3513,0,"b",1,10,0
4442,0,"w",4,8,1
1519,0,"b",4,2,1
4075,0,"w",4,14,1
713,0,"b",4,8,1
1864,0,"b",4,5,0
3724,0,"w",4,6,0
2272,0,"w",4,2,1
3385,0,"b",4,4,1
337,0,"w",3,6,1
553,0,"w",4,8,1
3240,0,"w",4,14,1
3464,0,"b",4,10,1
3320,0,"b",4,8,1
4508,0,"b",3,4,1
327,0,"b",4,11,1
4692,0,"w",4,23,1
1286,0,"b",3,5,0
2340,0,"w",4,6,1
3567,0,"w",4,2,1
4063,0,"b",2,6,0
3863,0,"w",4,10,1
1719,0,"w",4,7,1
655,0,"w",4,6,1
3830,0,"b",4,6,1
4074,1,"b",3,11,1
3940,0,"w",3,9,1
1054,0,"w",4,7,1
1720,0,"b",4,4,1
3854,0,"b",4,8,0
361,0,"w",4,8,0
2876,0,"b",2,6,1
3541,0,"w",4,8,1
4681,0,"w",4,7,1
911,1,"w",4,12,1
3674,0,"b",4,6,1
4561,0,"b",4,9,1
1388,0,"b",4,8,1
745,0,"w",3,4,1
2812,0,"w",3,12,1
3802,0,"w",4,20,1
1140,0,"b",4,8,1
937,0,"b",4,5,1
1571,0,"b",3,26,1
3266,0,"w",3,8,1
91,0,"b",4,4,0
4226,0,"b",4,5,1
1221,0,"w",4,7,1
184,0,"w",4,18,1
2522,0,"w",4,8,0
497,0,"b",4,2,1
297,0,"w",4,7,1
1740,0,"b",4,11,1
2368,0,"w",4,7,0
4228,0,"b",4,5,1
2600,0,"b",4,8,0
4584,0,"w",4,6,1
4168,0,"b",4,7,0
2261,0,"b",4,6,1
1236,0,"w",4,7,1
3032,0,"w",3,16,1
489,0,"w",3,10,1
371,0,"b",4,2,1
2809,0,"b",3,13,1
1992,0,"w",4,7,0
2186,0,"b",4,8,1
605,0,"b",3,6,1
1462,0,"w",3,16,1
474,0,"b",4,19,1
958,0,"b",4,6,1
4195,0,"w",4,7,1
683,0,"w",3,16,1
242,0,"w",4,4,1
1511,0,"b",4,6,1
4742,0,"w",3,21,1
3960,0,"b",4,7,1
1987,0,"w",4,8,1
2346,0,"w",4,18,1
4259,0,"w",2,4,0
372,0,"w",4,7,0
2277,0,"w",4,6,1
4609,0,"b",4,26,0
1068,0,"w",4,21,1
1963,0,"w",4,3,1
2904,1,"w",3,3,1
4090,0,"w",4,8,1
2138,0,"w",4,4,1
890,0,"b",4,11,1
2499,0,"w",4,5,1
3718,0,"w",4,11,1
2679,0,"w",3,1,1
4493,0,"b",4,5,1
237,0,"b",3,9,1
1232,0,"b",4,3,1
3655,0,"b",3,6,1
1450,0,"w",3,9,1
1179,0,"w",4,9,1
3996,0,"w",2,5,0
2699,0,"w",4,7,1
