"...1","call","race","education","yearsexp","computerskills"
2100,1,"b",4,5,1
3347,0,"b",4,6,1
3446,0,"b",4,23,1
2964,0,"b",4,2,1
4377,0,"b",4,2,1
2351,0,"w",4,8,1
2254,0,"w",3,3,1
3595,0,"b",4,8,1
2591,0,"w",4,8,1
1737,0,"b",4,11,1
3147,0,"w",4,18,1
1053,0,"b",3,5,1
858,0,"b",4,6,1
469,0,"w",3,9,1
4182,0,"b",4,12,1
3222,0,"b",4,6,1
4229,0,"w",4,4,1
3946,0,"w",3,6,1
3246,0,"w",4,8,1
2607,0,"w",3,16,1
558,0,"w",1,10,0
3969,0,"w",4,6,0
140,0,"w",3,4,1
478,1,"w",3,5,1
2935,0,"b",4,12,1
981,0,"w",4,6,1
2517,0,"w",4,6,1
1629,0,"w",4,6,1
1045,0,"w",3,4,1
808,0,"b",4,10,1
1971,0,"w",4,11,1
2172,0,"b",4,18,1
396,0,"w",3,2,0
2382,1,"b",4,14,1
2125,0,"b",3,13,1
286,0,"b",4,6,0
3658,0,"b",3,7,1
1173,0,"b",3,5,0
3200,0,"w",4,6,1
4192,0,"b",4,3,1
1157,0,"w",4,2,1
3203,0,"b",4,2,1
3256,0,"w",4,2,1
3010,0,"w",4,8,1
164,0,"w",4,2,1
1414,0,"b",4,5,1
693,0,"w",3,5,1
3908,0,"b",2,8,0
4540,0,"w",4,4,1
2666,0,"w",3,2,1
1197,0,"b",3,6,1
4725,0,"b",4,4,1
3463,0,"b",4,6,1
3500,0,"w",4,7,0
1417,0,"b",3,2,1
4638,0,"w",4,4,1
1895,0,"b",4,8,1
359,0,"w",4,8,1
4075,0,"w",4,14,1
3440,0,"w",3,8,1
2438,0,"w",4,2,1
4306,0,"b",3,5,1
1237,0,"w",4,3,1
216,0,"w",4,3,1
974,0,"b",2,3,1
728,0,"b",4,14,1
831,0,"w",4,2,1
3192,0,"b",4,8,0
1387,0,"b",4,6,1
3805,0,"w",3,11,1
2486,0,"b",3,16,1
1238,0,"b",4,8,1
1215,0,"b",4,5,1
2725,0,"b",4,2,1
2487,0,"w",3,13,1
2675,0,"w",3,13,1
2930,0,"b",4,7,1
781,0,"b",4,6,1
692,0,"b",4,7,1
100,0,"w",4,2,1
3732,0,"w",4,7,1
3169,1,"b",4,13,1
3978,0,"b",4,3,1
612,0,"w",4,11,1
429,0,"w",4,2,1
170,0,"w",4,6,1
3356,0,"b",1,4,1
2987,0,"w",4,6,1
1418,0,"w",4,7,0
946,0,"b",4,4,1
1274,0,"b",4,6,1
2860,0,"b",4,14,1
2968,0,"w",4,8,1
1350,0,"w",4,9,1
82,0,"w",4,4,1
778,0,"b",4,9,1
2735,0,"b",3,26,1
1315,0,"b",2,5,1
1416,0,"b",3,16,1
110,0,"w",4,6,0
559,0,"b",4,8,1
4704,1,"w",4,4,1
3290,0,"b",4,6,1
1255,0,"b",4,26,0
4433,0,"w",3,13,1
1230,0,"b",4,6,1
1085,0,"w",4,5,1
4683,0,"b",4,7,1
2164,0,"b",4,10,1
852,0,"w",4,8,1
3791,1,"w",3,8,1
1962,0,"w",4,7,1
4783,1,"w",3,18,1
4153,0,"w",3,13,1
144,0,"w",4,4,0
445,0,"b",3,5,1
963,0,"b",4,6,1
27,0,"b",1,4,1
55,0,"w",2,5,0
4286,1,"b",4,2,1
159,0,"b",4,7,1
383,1,"w",4,5,1
2554,0,"b",4,4,1
3894,0,"b",4,7,0
3181,0,"w",4,14,1
2717,0,"b",4,5,1
3578,0,"b",4,2,1
2803,0,"w",3,8,1
1916,1,"b",2,8,0
326,0,"w",4,4,1
1048,0,"b",4,8,1
1654,0,"b",4,4,1
1891,1,"b",4,7,1
3752,0,"b",4,6,1
4708,0,"w",4,10,1
511,0,"w",4,4,1
1785,0,"b",4,7,1
2538,0,"b",3,4,1
1102,0,"b",4,6,1
1305,0,"b",2,16,1
950,0,"b",4,6,1
4696,0,"b",4,6,1
2291,0,"b",4,8,1
1478,0,"b",4,5,1
3723,0,"b",4,5,0
731,0,"b",3,26,1
3338,0,"b",4,7,1
4376,0,"b",3,26,1
2435,0,"w",4,6,1
3285,0,"b",4,13,1
353,0,"b",4,8,0
1012,0,"w",4,8,1
4542,0,"b",4,9,1
2184,0,"b",4,26,0
4541,0,"w",3,3,0
3535,0,"w",4,18,1
2913,0,"w",4,6,0
2783,0,"w",4,5,0
4047,0,"b",3,3,1
611,0,"b",4,12,1
2959,0,"b",4,2,1
4620,0,"w",4,14,1
1299,0,"b",3,1,1
2901,0,"w",4,3,1
1536,0,"w",4,8,1
3540,0,"b",4,8,1
2328,0,"b",1,10,0
3599,1,"b",4,8,0
793,0,"b",4,15,1
3564,0,"w",4,2,1
2619,0,"b",3,13,1
92,0,"w",4,4,1
4715,0,"w",3,4,1
1649,0,"w",3,5,1
3488,0,"b",4,6,1
2947,0,"w",4,10,1
2966,0,"w",4,7,0
476,1,"w",3,21,1
1398,0,"w",4,13,1
2690,0,"b",4,11,1
2604,0,"b",3,13,1
4731,0,"b",4,7,1
3269,0,"b",0,4,1
682,0,"b",4,7,1
631,0,"w",3,7,1
3309,0,"b",4,10,1
651,0,"b",4,6,1
2107,1,"w",3,4,1
610,0,"b",3,12,1
2325,1,"w",2,8,0
277,0,"w",4,8,1
4091,0,"b",4,8,1
640,0,"w",4,4,1
1422,0,"b",3,4,1
4122,0,"b",4,6,1
2978,0,"w",4,8,1
4453,0,"b",3,7,1
2271,0,"w",4,7,0
3919,0,"w",2,6,1
3563,0,"b",4,8,1
587,0,"w",4,10,1
4515,0,"w",4,3,1
406,0,"b",3,4,1
3451,0,"w",4,2,1
3701,0,"b",3,8,1
1454,0,"w",4,4,1
1026,0,"w",4,7,0
1330,0,"b",4,11,0
1794,0,"b",4,6,1
984,0,"b",2,4,1
2396,1,"w",4,11,1
2145,0,"w",4,14,1
3897,0,"b",4,8,1
1431,1,"w",4,11,1
2355,0,"b",4,7,0
2698,1,"b",4,4,1
4263,0,"b",2,5,1
3413,0,"b",4,4,1
922,0,"b",4,8,1
4211,0,"w",3,8,1
4429,0,"w",4,6,0
3452,0,"b",4,26,0
4711,0,"b",3,6,1
2542,1,"b",3,26,1
816,0,"b",4,4,1
3655,0,"b",3,6,1
4846,0,"w",4,5,1
2881,0,"w",4,20,1
2555,0,"w",4,19,1
2832,0,"w",0,4,1
3470,0,"b",4,14,1
2537,0,"w",3,4,1
4654,0,"b",3,4,1
6,0,"w",4,6,0
1797,0,"w",2,4,0
4780,0,"w",4,25,1
1092,0,"b",4,5,1
637,0,"b",3,9,1
2825,0,"w",3,8,1
1104,0,"w",4,7,1
815,0,"b",4,5,1
1078,0,"w",3,12,1
4782,0,"b",4,2,0
1784,0,"b",4,13,1
1875,0,"w",3,5,1
2139,0,"w",4,3,1
1242,0,"w",4,12,1
3127,0,"w",4,6,1
4443,0,"w",3,8,1
1726,0,"b",3,5,1
609,0,"w",4,11,1
562,0,"b",4,7,0
2992,0,"b",4,6,1
735,1,"w",3,2,0
4299,0,"w",3,4,1
4301,0,"b",3,3,1
2424,0,"w",4,6,0
1442,0,"b",4,7,0
403,0,"w",3,13,1
1989,0,"w",4,8,0
1327,0,"w",4,12,1
2460,0,"w",4,6,1
1161,0,"b",4,5,1
3186,0,"b",4,6,1
3996,0,"w",2,5,0
2934,0,"w",3,12,0
799,0,"b",4,5,1
4821,0,"b",4,2,1
2365,0,"w",4,8,1
1657,0,"w",4,2,1
3164,0,"w",4,10,1
1277,0,"w",4,7,0
4844,1,"w",4,11,1
17,0,"w",4,5,0
3678,0,"b",4,4,1
765,1,"b",4,12,1
485,0,"w",4,6,1
2845,1,"w",4,6,0
1067,0,"w",4,25,1
3982,0,"b",4,7,1
4389,0,"w",4,8,1
2714,0,"b",4,6,1
4608,0,"b",4,18,1
4064,0,"w",4,2,1
2718,0,"w",4,8,1
2520,1,"w",4,8,1
3636,0,"b",2,3,0
3602,0,"b",4,7,1
3046,0,"b",4,6,1
2526,0,"b",4,8,0
1323,0,"w",4,12,1
190,0,"b",4,8,1
2370,0,"w",3,1,1
320,0,"b",3,6,1
3102,0,"b",4,6,1
1025,0,"b",4,2,1
4330,0,"w",4,5,1
3513,0,"b",1,10,0
2655,0,"w",4,7,0
936,0,"w",4,4,1
796,0,"w",4,9,1
4067,1,"w",4,7,1
4670,0,"w",3,6,1
139,0,"b",3,6,1
203,0,"w",3,9,1
3811,1,"w",4,8,1
929,0,"b",4,5,1
2584,0,"b",4,8,1
1321,0,"w",4,7,1
3337,0,"w",4,4,1
2401,0,"b",3,5,0
4860,1,"b",4,6,1
1199,0,"b",2,3,1
2582,0,"b",4,8,1
3653,0,"w",4,5,1
218,0,"b",1,4,1
2335,0,"w",3,9,1
4457,0,"w",3,8,1
832,0,"w",4,7,0
1265,0,"b",4,2,1
3165,0,"b",4,2,1
3624,0,"b",4,8,1
378,0,"b",4,8,1
650,0,"w",4,11,1
209,0,"b",3,3,1
1781,0,"w",4,11,1
1823,0,"b",4,2,1
3536,0,"b",4,26,0
2192,0,"b",4,7,0
76,0,"b",4,4,1
591,0,"w",3,4,1
4336,1,"b",4,8,1
3798,0,"b",3,7,0
2470,1,"b",4,9,1
4106,0,"w",4,18,1
2510,0,"b",4,5,1
3422,0,"w",3,4,1
2955,0,"b",4,8,1
2200,0,"b",3,13,1
2319,1,"w",4,14,1
2033,0,"b",4,7,1
431,0,"w",4,6,1
1709,0,"w",2,16,1
4553,0,"w",4,12,0
3504,0,"b",4,10,1
3648,0,"w",4,5,1
2312,0,"b",3,4,1
1222,0,"b",3,6,1
2962,0,"b",4,18,1
2383,1,"b",3,2,0
498,0,"b",4,8,1
103,0,"b",4,4,0
